新聞編號,網址,標題,摘要,關鍵字,內容,發布時間,類別,類別號碼
5724177,https://news.cnyes.com/news/id/5724177,永佳捷攜手林書豪代言 搶占美國市場商機,永佳捷 Masada 電梯今 (25) 日舉辦記者會，找來知名球星林書豪代言，進一步打開知名度，除持續深耕台灣，希望拓展海外市場，搶占美國市場商機。 ,"['永佳捷', '電梯', '林書豪']","永佳捷 Masada 電梯今 (25) 日舉辦記者會，找來知名球星林書豪代言，進一步打開知名度，除持續深耕台灣，希望拓展海外市場，搶占美國市場商機。 

許作名觀察，美國家庭對小型升降設備的需求量大，對於一個台灣品牌要在美國建立灘頭堡，除了堅實穩定的品質外，逐步建立知名度尤其重要，因此很高興能與林書豪合作，目前規劃先在美國加州設立據點，接下來將在新英格蘭區域設立據點。 

談到永佳捷營運，許作名說明，雖然去年是豐碩的一年，但近期政府調控房市政策，引發外界質疑，力道是否過大，未來市況還有待觀察。 

不過許作名認為，如果調控得當房地產市場軟著陸，是不錯經濟正循環，不希望看到如對岸調控力道過大房市崩盤，導致經濟全面衰退在台灣發生。至於新梯業務，他則指出，建商未來可能會放緩推案腳步，但永佳捷則持續朝維保、舊梯汰換深耕。 
",2024-09-25 18:35:57,台股新聞,827
5724174,https://news.cnyes.com/news/id/5724174,〈台幣〉資金簇擁股匯雙漲 強升逾1角收31.84元登1個月新高,受到中國人行放水帶動，資金蜂擁回流亞洲，外資大舉買股並匯出，加上出口商月底有實質拋匯需求，助攻新台幣兌美元匯率今 (25) 日持續走揚，,"['新台幣', '升值', '匯率', '美元指數', '亞幣']","受到中國人行放水帶動，資金蜂擁回流亞洲，外資大舉買股並匯入，加上出口商月底有實質拋匯需求，助攻新台幣兌美元匯率今 (25) 日持續走揚，匯價一度衝上 31.7 字頭，終場升幅略為收斂，收在 31.84 元，勁揚 1.26 角，創 1 個月新高，台北及元太外匯市場總成交值增至 22.105 億美元。

新台幣兌美元今天開盤價為 31.91 元，最高衝上 31.778 元，一度勁揚 1.88 角，匯銀人士指出，外資今天明顯匯入，成為推升新台幣的一大助力，不過，投信匯出投資款的力道仍不弱，老大哥央行也適時進場，避免新台幣升值幅度過猛，整體來說，仍與韓元等亞幣走勢一致。

觀察主要亞幣今天對美元表現，美元指數續跌 0.48%，歐元升值 0.58%，新加坡幣升值 0.45%，韓元升值 0.43%，新台幣與日元均升值 0.40%，人民幣亦升值 0.26%。

美國聯準會 19 日拍板降息 2 碼，照理說，美元走勢將會向下，亞洲貨幣可望轉強，不過，中東緊張情勢，帶動避險情緒升溫，資金短暫朝向美元、日元，不過，在中國人民銀行 24 日釋出降準、降息大利多後，人民幣領頭強升，主要亞幣也同步走揚。
",2024-09-25 18:34:35,台股,826
5724173,https://news.cnyes.com/news/id/5724173,晟德以2.36億元認購順藥現增 擬加碼4億加速中風新藥布局,晟德今 (25) 日於董事會通過，認購順藥現金增資案，認購價格為每股新台幣 225 元，並依照原持股比例認購 1049259 股，共新台幣 2.36 億元。此外，晟德也看好順藥在中風新藥的發展前景，擬再加碼投資 4 億元。,"['晟德', '順藥', '中風新藥', '現增']","晟德大藥廠 (4123-TW) 今 (25) 日於董事會通過，認購順藥 (6535-TW) 現金增資案，認購價格為每股新台幣 225 元，並依照原持股比例認購 1049259 股，共新台幣 2.36 億元。此外，晟德也看好順藥在中風新藥的發展前景，擬再加碼投資 4 億元。 

晟德說明，順藥 9 月 4 日決議辦理現金增資，發行普通股 4000 仟股，總募集金額達新台幣 9 億元。晟德作為順藥第一大股東，認為順藥的中風新藥 LT3001 處於解盲前的關鍵時刻，若順利解盲看好 LT3001 前景。 

晟德進一步指出，將全力支持順要完成此次增資，董事會決議加碼投資，將持股比例提升至最高 33.05%。 

晟德表示，順藥長期深耕中風領域，從藥物發現、臨床前試驗至臨床試驗，並已累積豐富經驗，且積極與國際接軌，以奠定 LT3001 在全球授權的基礎。 
",2024-09-25 18:31:47,台股新聞,827
5724142,https://news.cnyes.com/news/id/5724142,鉅亨速報 - Factset 最新調查：世界(5347-TW)EPS預估下修至4.33元，預估目標價為110元,FactSet 最新調查：世界(5347-TW)EPS預估下修，預估EPS、預估營收、目標價、歷史獲利表現、即時新聞資訊。,"['台股', '市場預估', 'eps']","根據FactSet最新調查，共20位分析師，對世界(5347-TW)做出2024年EPS預估：中位數由4.36元下修至4.33元，其中最高估值4.7元，最低估值3.66元，預估目標價為110元。市場預估EPS預估值2024年(前值)2025年2026年最高值4.7(4.7)6.386.82最低值3.66(3.66)4.25.12平均值4.28(4.29)5.355.69中位數4.33(4.36)5.325.49市場預估營收預估值(單位：新台幣千元)2024年2025年2026年最高值45,895,00055,454,84058,182,000最低值42,114,05047,392,63051,230,830平均值44,604,43051,119,52054,605,520中位數44,701,00050,387,36054,503,000歷史獲利表現項目2023年2022年2021年2020年EPS4.59.327.213.85營業收入(單位：新台幣千元)38,272,57051,694,31043,951,08733,131,202詳細資訊請看台股內頁：https://www.cnyes.com/twstock/5347/financials/ratios資料來源：Factset，數據僅供參考，不作為投資建議。",2024-09-25 18:11:08,台股,826
5724141,https://news.cnyes.com/news/id/5724141,鉅亨速報 - Factset 最新調查：和碩(4938-TW)EPS預估上修至7.16元，預估目標價為108.8元,FactSet 最新調查：和碩(4938-TW)EPS預估上修，預估EPS、預估營收、目標價、歷史獲利表現、即時新聞資訊。,"['台股', '市場預估', 'eps']","根據FactSet最新調查，共12位分析師，對和碩(4938-TW)做出2024年EPS預估：中位數由7.1元上修至7.16元，其中最高估值7.95元，最低估值6.02元，預估目標價為108.8元。市場預估EPS預估值2024年(前值)2025年2026年最高值7.95(7.95)8.389.47最低值6.02(5.89)6.367.48平均值7.17(7.06)7.478.37中位數7.16(7.1)7.378.37市場預估營收預估值(單位：新台幣千元)2024年2025年2026年最高值1,304,285,0001,503,259,0301,560,440,820最低值1,119,005,0001,203,597,0001,213,350,000平均值1,173,114,7301,290,068,6101,343,159,130中位數1,155,729,9801,284,941,7101,318,301,420歷史獲利表現項目2023年2022年2021年2020年EPS5.95.667.717.73營業收入(單位：新台幣千元)1,256,783,3941,317,599,1541,263,720,1821,399,332,906詳細資訊請看台股內頁：https://www.cnyes.com/twstock/4938/financials/ratios資料來源：Factset，數據僅供參考，不作為投資建議。",2024-09-25 18:11:05,台股,826
5724139,https://news.cnyes.com/news/id/5724139,【量大強漲股整理】台股站吹起反攻號角，Q4四大選股面相報你知?,無,"['莊佳螢', '三大法人買賣超', '趨勢分析', 'AI', 'CPO', '多元題材', '散熱', '輝達']","加權指數，今日開高走高，終場大漲 329.82 點，收在 22761 點，量能來到 4369.91 億元。

觀察三大法人籌碼動向，外資及陸資（不含外資自營商）買超 347.39 億元，已連續第 5 個交易日站在買方，自營商也大買 128.21 億元，，三大法人合計買超 498.12 億。

美國 9 月消費者信心指數降至 98.7，創 3 年來最大降幅，消費者信心疲軟，2 年期美債殖利率跌至 2 年來最低，市場拋開對消費者信心下滑的影響，轉而關注中國新一輪經濟刺激措施，終場道瓊上漲 83 點，那指上漲 0.56%，費半上漲 1.31%，指標股 (NVDA-US) 輝達，漲 3.97%，台積電 ADR 大漲 4.17%，微軟豪砸 13 億美元，墨西哥興建 AI 及雲端基礎建設，台股方面，今天開高走高
再創科技龍頭股領軍下，終場大漲 329.82 點，收在 22761.60 點，成功收復 8 月初股災所留下的跳空缺口，量能也有效放大到 4369.91 億，今日三大買人同步，合計買超 498.12 億元，目前台股已站穩季線大關，加上最新公布的 8 月外銷訂單金額 502.2 億美元，年增 9.1% 連六紅，第 4 季接單更旺，主要受惠於 AI, 高效能運算及雲端產業需求強勁所帶動，預期基本面加持下，季底作帳行情正式啟動，多頭行情鳴槍起跑下，台股將有精采可期的表現，重點仍是在於選股。

權值股方面，(2330-TW) 台積電，上漲 1.82%，收在 1005 元大關，重新站穩千元大關，大摩上調台積電明年的預估 CoWoS 產能, 資本支出, 營收及獲利
看好 CoWoS 產能擴張將提早一年出現，目標價從 1,220 元上調到 1,280 元
，台積電在今年第一季全球晶圓代工產業的市占率為 61.7％, 高居龍頭地位，先進製程在全球更是有高達 92％的市占率，明顯受惠於 AI 的成長，台積電競爭優勢越來越強，有利台股上漲；(2317-TW) 鴻海，上漲 + 3.01%，收在 188.5 元，(2317-TW) 鴻海，即將於 10 月 8,9 日舉行鴻海科技日，備受外界期待，日前更重磅宣布全新電動車 Model D 即將在科技日中登場，本次和以設計了多樣法拉利跑車而出名的頂尖設計汽車設計公司賓尼拉利納 （Pininfarina）攜手合作操刀，將有機會繼續表現；(2454-TW) 聯發科，上漲 + 2.51%，收在 1225 元，累計前 8 個月營收年增 29.9%，表現符合市場預期；法人機構表示，在聯發科預估全年營收可雙位數成長的基礎上，看好天璣 9400,ASIC 等業務前景，預估今年每股獲利（EPS）約 58 元。

強勢族群集中在，航運族群上，美東港口碼頭勞資談判陷入僵局，美國國際碼頭工人協會，10 月 1 日罷工機率大，恐怕衝擊全球物流供應鏈，加上烏俄戰爭持續, 中東局勢緊張，Q4 適逢購物季備貨潮，是航運股表現旺季，貨櫃三雄續漲，(2603-TW) 長榮,(2609-TW) 陽明漲 4.14% 至 70.40 元,(2615-TW) 萬海，爆量 15 萬張再度攻漲停收在 99.7 元，強勢攻高向上。

CPO 股也相對強勢， AI 時代來臨，高速傳輸需求快速提升，(2330-TW)台積電，宣布 COUPE 技術將於 2025 年完成驗證, 2026 年整合 CoWoS 封裝，導入共同封裝光學元件 (CPO) 之中，矽光子族群有望長期受惠；在預告的雙連捷運站的 (3081-TW) 聯亞,(3450-TW)聯鈞，創下波段新高! 通通領先預告，聯亞，七月 EPS 較去年同期由虧轉盈，聯鈞終結連五季虧損，在今年第一季順利由虧轉盈! 佳螢通通領先預告在前面。





另外佳螢一在強調的多元題材股，中秋錦囊妙計股，AI + 散熱黑馬股 (3013-TW) 晟銘電，亮燈漲停! 再創新高! 來到 141.5 元大關! 會員波段大賺 + 55%。 





(3013-TW)晟銘電，亮燈漲停，收在 141.5 元，8 月營收 8 億元，年增 45%，不僅即將開始出貨搭載 (NVDA-US) 輝達 GB200 AI 伺服器機櫃，也積極研發水冷散熱機櫃關鍵零組件，水冷機櫃可望於今年第 4 季開始出貨，成為 2025 年關鍵成長動能，為了消化大量訂單，目前已規劃在泰國興建 AI 伺服器生產基地，預計 2024 年底完工試產，2025 年開始生產並貢獻營收，爆發力可期。

台股再創八月以來的新高點
Q4 主流股四大重點報你知
影片中分享給你知道
https://youtu.be/mOpbwbKjtgs

想持股診斷或詢問盤勢分析
歡迎免費訂閱
股市期皇后 莊佳螢
https://lin.ee/9cyliMq

9/25 強勢股分享
【上市量大上漲股】
(3588-TW) 通嘉
(4968-TW) 立積
(3094-TW) 聯傑
(2929-TW) 淘帝 - KY
(3605-TW) 宏致
(6695-TW) 芯鼎
(2613-TW) 中櫃
(6438-TW) 迅得
(2615-TW) 萬海
(1540-TW) 喬福
(2415-TW) 錩新
(4562-TW) 穎漢
(2362-TW) 藍天
(3013-TW) 晟銘電
(2436-TW) 偉詮電
(4566-TW) 時碩工業



9/25 強勢股分享
【上櫃量大上漲股】
(8111-TW) 立碁
(6104-TW) 創惟
(6237-TW) 驊訊
(6188-TW) 廣明
(3141-TW) 晶宏
(5236-TW) 凌陽創新
(6411-TW) 晶焱
(3293-TW) 鈊象
(5272-TW) 笙科
(4772-TW) 台特化
(8040-TW) 九暘
(4931-TW) 新盛力
(4533-TW) 協易機
(8076-TW) 伍豐
(4174-TW) 浩鼎
(1569-TW) 濱川



想持股診斷或詢問盤勢分析
請免費訂閱
股市期皇后 莊佳螢
https://lin.ee/9cyliMq

莊佳螢分析師:
每日分享盤勢解析跟精選產業個股，讓投資朋友輕鬆追蹤 2023 年年台股操作方向，相關詳細內容請加入 Line@索取，免費提供給您!

股市期皇后 證期雙分析師 莊佳螢

LINE 官方帳號
LINE ID 搜尋: @win1788 (@不可省略)
或是點擊下方網址加入
https://lin.ee/9cyliMq

Youtube 影音頻道 精彩解盤影片不容錯過!
(記得按讚，訂閱並打開小鈴鐺)
http://yt1.piee.pw/QAHKZ

FB 粉絲團:【股市期皇后】
https://goo.gl/kN2VKT



文章來源: 摩爾投顧莊佳螢分析師

本公司所推薦分析之個別有價證券
無不當之財務利益關係 以往之績效不保證未來獲利
投資人應獨立判斷 審慎評估並自負投資風險
",2024-09-25 18:09:38,台股新聞,827
5724128,https://news.cnyes.com/news/id/5724128,華新科中高階產品調漲 AI需求強明年展望正向,被動元件廠華新科 (2492-TW) 表示，AI 伺服器需求強勁，帶動產品售價 (ASP) 提升，目前也看到中高階產品漲價的情形，第三季營運向上、第四季持平，明年在 AI、車用成長，產品組合優化，營收成長、毛利率更將顯著提升。,"['華新科', '被動元件', 'AI伺服器']","被動元件廠華新科 (2492-TW) 表示，AI 伺服器需求強勁，帶動產品售價 (ASP) 提升，目前也看到中高階產品漲價的情形，第三季營運向上、第四季持平，明年在 AI、車用成長，產品組合優化，營收成長、毛利率更將顯著提升。

華新科表示，AI 伺服器大電源供應器內的被動元件價值增加 10-30%；電阻規格升級，價值較傳統伺服器增加 40-60%。法人指出，若以輝達 GB200 為例，單櫃電容多 2000 顆高階 X6S(通用型陶瓷電容)，電容價值較傳統伺服器增加 200 美金，部分料號單價差到 10 倍。

AI PC 方面，華新科表示，已經自下半年起開始小量出貨，預計明年年中放量，很多 design-in 的機種都將在明年發酵，規格來看，AI PC 相較傳統 NB，電容會增加 200-300 顆。

車用部分，華新科表示，目前觀察市場成長或是公司市占率都還有很大的成長空間，目前車用訂單能見度 6-8 個月，主要直接供應給車廠，因應後續需求，將持續擴產車用 MLCC 和電阻產品。

整體而言，華新科認為，一般品價格落底，中高階料號有漲價狀況，目前報第三季營收可望優於第二季，第四季則估持平，目前觀察明年 AI、車用持續成長，手機和消費性電子也比較樂觀，明年展望正向，營收、毛利率向上。
",2024-09-25 18:07:01,台股新聞,827
5724129,https://news.cnyes.com/news/id/5724129,富禾生醫明登興櫃 聚焦精準診斷、再生醫療兩大事業,富禾生醫 (7773-TW) 將於明 (26) 日將以參考價 41 元登錄興櫃，今 (25) 日舉辦興櫃前業績發表會。富禾生醫專注免疫系統相關創新服務，並發展出以蛋白質為本的精準免疫功能分析平台，未來也將聚焦精準診斷及再生醫療兩大事業。,"['富禾生醫', '生技', '精準診斷', '再生醫療']","富禾生醫 (7773-TW) 將於明 (26) 日將以參考價 41 元登錄興櫃，今 (25) 日舉辦興櫃前業績發表會。富禾生醫專注免疫系統相關創新服務，並發展出以蛋白質為本的精準免疫功能分析平台，未來也將聚焦精準診斷及再生醫療兩大事業。 

富禾生醫表示，在精準診斷事業方面，發展出免疫功能分析，以及循環腫瘤細胞分析兩大平台，建立免疫系統特徵資料庫，除可應用在個人疾病的風險評估，還能提供病患精準用藥參考。此外，更導入 AI 系統以優化精準診斷平台，未來也計畫挑戰以蛋白質為基礎的分析技術那如臨床檢測標準並納入健保的可行性。 

總經理李建謀指出，精準診斷平台的客戶主要為醫療院所，與通路診所合作提供診斷服務，並與醫療院所合作進行研究，雖然無法直接面對病患，但臨床醫師會推薦病患，目前也已有合作的醫院。 

再生醫療方面，富禾生醫自主開發多種細胞相關技術平台，包含一站式腫瘤專一性 T 細胞培養平台、抗體結合 TCRγδ T 細胞以及外泌體等，除進行臨床試驗與驗證療效外，也針對不同需求進行再生醫療產品的客製化生產，希望在再生醫療雙法確立後搶攻商機。不過李建謀提到，目前兩大事業體的營收比重，仍以精準診斷為主。 

富禾生醫上半年營收約年減 5 成，且虧損擴大，對此董事長趙毅說明，主因為進行臨床實驗，使得支出增加，造成虧損。營收方面，則是力拚年對年持平。 

展望未來，趙毅提到，富禾生醫最核心的競爭力在於，深厚的免疫學基礎以及豐富的臨床經驗，且精準醫療技術平台已取得多國專利核准，再搭配多元的再生醫療產品，整合兩大事業體以滿足病患需求。 
",2024-09-25 18:05:17,台股新聞,827
5724117,https://news.cnyes.com/news/id/5724117,揚智新晶片將進入量產 Q4業績估續揚,IC 設計業者揚智 (3041-TW) 今 (25) 日指出，新一代高性價比多媒體影音晶片已通過客戶驗證，即將進入量產階段，今年開始投入的 ASIC 設計業務也已經開始接單，預期第四季業績將持續增長。,"['揚智', 'ASIC', '機上盒', '先進製程', 'SOC']","IC 設計業者揚智 (3041-TW) 今 (25) 日指出，新一代高性價比多媒體影音晶片已通過客戶驗證，即將進入量產階段，今年開始投入的 ASIC 設計業務也已經開始接單，預期第四季業績將持續增長。

揚智表示，今年前 8 月業績表現亮眼，成長近 2 成，主要受益於新產品推出及國際體育賽事帶來的換機需求，加上印度及巴西政府標案啟動了大規模採購，投資在地市場行銷力度顯現效果，隨著 9 月中旬於荷蘭阿姆斯特丹的 IBC (國際廣播產業展) 成功結束，運營商訂單能見度也增加。

揚智憑藉多年來在全球廣播電視市場的領導地位，深耕家庭多媒體影音市場，鞏固了全球將近一半的衛星廣播影音市占。新推出的超低功耗高整合型晶片，以先進製程設計，配合全新封裝技術，具備領先業界同級產品超低功耗，較業界同級產品減少超過 20% 功耗，受到客戶極大迴響與支持，為環保與可持續發展做出重要貢獻。

揚智新一代整合型晶片同時具備高附加價值的雲端 IPTV 方案，可讓沒有寬頻服務的廣大地區民眾可以同時收看全球的網路影音內容服務，如 YouTube 等，將進一步強化公司在全球付費電視市場的競爭優勢。

此外，揚智也配合運營商推出新一代 AI Home Center 智能家居解決方案，涵蓋智慧家庭娛樂及家庭安防，將重新定義全球智能家居市場，解決方案以公司先進的 4K/8K 音視頻傳輸技術為基礎，包括內建智能神經網路的 SOC，支持 Matter 聯網平台，並能自動學習使用者習慣，進一步提升用戶體驗，並結合網絡安全技術，全面保障用戶隱私和數據安全，提升家人的生活品質。

AI Home Center 作為一個高度集成的智能家居平台，可以幫助用戶輕鬆重塑家庭環境。揚智表示，AI Home Center 將逐漸改變我們的生活方式，通過先進的網絡安全、多媒體功能及設備整合，並配合 AI 模型提供附加服務價值，正重塑 AI 時代的智能家居生活方式。

展望未來，揚智將持續在全球智能家庭多媒體影音市場維持領先地位，並積極拓展邊緣 AI 在智慧家庭及家庭安防與銀髮照護等應用領域。同時，公司將更加強調減碳、ESG(環境、社會、公司治理) 及網絡安全的技術開發策略，為客戶提供更優質的 ASIC 客製化專用晶片服務，全力開發新事業藍圖，致力於為全球數億家庭帶來更智能、更安全的家居體驗。
",2024-09-25 17:52:07,台股新聞,827
5724116,https://news.cnyes.com/news/id/5724116,星宇張國煒談遺產：拿自己的東西 不理解得寸進尺說法,星宇張國煒談遺產：拿自己的東西 不理解得寸進尺說法,"['星宇', '張國煒', '張榮發', '遺產', '遺囑', '長榮']","對於日前長榮集團發出聲明「請張國煒切勿得寸進尺」，星宇航空 (2646-TW) 董事長張國煒今 (25) 日回應，特留份該分就分，海外特留份也願意照給，「我是拿我自己的東西，不理解得寸進尺這個說法」。

張國煒認為，長榮集團以公司去表態不適合，這是家族個人事情，「我是要拿我父親給我的遺產，霸占不分給我卻說我得寸進尺，不知道是什麼道理」。

但張國煒也說，拿不到就拿不到，希望趕快處理好就好，拖拖拉拉沒有意義，希望依法律，特留份該分就分，大家是兄弟，還是要表達善意。

長榮日前發出三點聲明，建請張國煒切勿得寸進尺、為一己私利妄圖影響集團穩定經營和轄下上市公司股價，應盡早止息訟爭，始為正軌。
",2024-09-25 17:48:25,台股新聞,827
5724118,https://news.cnyes.com/news/id/5724118,季線跳空帶量表態 把握這兩個時間點上車，10月漲電價 複製5月走波段行情? : 森崴能源、廣明、采鈺、創意、智原、技嘉、迅得,無,"['亨達投顧', '陳智霖', '季線', '跳空', '標普500', '推論晶片', 'IP', '矽智財', '創意', '台積電', '迅得', '采鈺', '智原', '生技', '能源', '森崴能源', '機器人', '廣明', 'AI', '趨勢分析']","台北股市昨日收復季線之後，今天跳空大量表態，按照技術面而言，季線成為有效支撐，今天成交量放大到 4362 億元，大盤指數也是突破了 8 月中旬的高點，形成一個 N 字的上漲，按照技術面而言，高過高低不破低開始形成多方慣性，這逐漸走向陳智霖老師告訴各位第四季季節性優勢容易上漲的環境，美國標普 500 已經創新高，週六向各位強調創高就是多頭，空手的投資朋友究竟要如何上車？可把握這兩個時間點，細節智霖老師今天受邀 TVBS 電視 56 台 金臨天下會做分享，晚上 11 點請你一定要鎖定。



今天的上漲很多空頭老師一定有又會翻空為多，沒有總經的邏輯，看著技術面漲跌在股市操作就不容易獲利，忠實粉絲非常清楚，智霖老師的節目在 9 月初暴跌的時候告訴各位，第二隻腳的邏輯建立在美國經濟會軟著陸的預期，8 月 6 號暴跌也還是跟大家強調經濟景氣都是往上，這樣才能夠避免你看著技術面去追高殺低。



8 月 6 號暴跌的時候進場撈底了創意 (3443-TW)，在 890 元附近買進跟加碼，8 月 20 號 1180 元獲利減碼放口袋，又在 9 月份暴跌下來的時候，帶領會員千元以下都有持續進場買進跟加碼，今天股價跳空漲停，一價鎖死來到 1170 元，是會員跟粉絲都不意外，因為這就是老師跟你強調的推論晶片的商機跟邏輯。





台積電今天重返千元，這也是老師告訴各位台積電半導體產業成長邏輯不會看空台股，但是實際操作上要注意籌碼面，昨天的櫃買指數開高走低，融資依舊明顯大增，最近抗跌強勢的中小型股今天也紛紛出現了回檔，有些股票反彈不要亂搶，還有哪些股票籌碼面有問題？邀請新朋友務必下載老師的 APP，在每週日晚上 19:00 都有免費的文章分析提供信用籌碼有疑慮名單，提醒會員跟粉絲避開有籌碼面問題的公司，新朋友你一定要立即下載 APP 來收看，平日的晚上 19:00 也都會有陳智霖老師親自撰寫的免費分析文章，沒有下載 APP 真的就是你的損失喔。

點擊連結免費下載註冊〈陳智霖分析師 APP〉獎勵金回饋立即領 https://hantec.liveinapp.com/jhih-lin-app-link

台積電的邏輯之下，我們在這段盤整行情也跟大家預告，相關概念股是我們的操作選項，老師都有替會員準備好選股名單，盤中有獨家數據來指引帶領會員，有盤中指引幫助你減少犯錯，光是少賠這些錢，長期下來是非常可觀的數字，因此你要換上富人思維。

昨天的節目跟投資朋友公開驗證，在早上重挫百點的時候，獨家數據顯示有買盤進場，而且當天賣壓偏低，於是我們帶領會員朋友出手買進股票，創意 (3443-TW) 就是其中一檔，他是台積電的子公司，另外我們文章節目公開的迅得(6438-TW)，今天股價也是盤中上漲攻上漲停板，提前準備好股票，9 月 10 號當天來到我們設定的 119 元通知會員，這樣服務是否可以讓你很輕鬆的在台股操作呢？





台積電熊本廠第四季即將量產，老師點名的低位階的采鈺 (6789-TW) 今天也有不錯的表現，我們持續性幫會員朋友準備題材在老師的選股跟口袋名單，控管資金帶領會員朋友進場操作，大選前行情還是一個輪動的格局，因此能源股生技股很有機會持續輪動，AI 所延伸的題材機器人，過去我們操作的廣明 (6188-TW) 也是老師有在關注的口袋名單，今天一早立即帶會員在 105.5 元附近進場，盤中攻上漲停板 114 元，行情震盪時，好的老師幫你守住錢減少操作、減少犯錯，行情好的時候，老師承諾會員會積極的出手，無論是創意還是廣明，只要你在兩週前相信老師呼籲的第四季有行情有超額利潤，跟上我們操作你就可以賺得到，行情為何第四季有利，細節請看今天最新的精華節目。

最新影音 (請點影音上方標題至 Youtube 收視品質會更佳)



才剛剛接觸陳智霖分析師的新朋友，建議您現在立即點選連結下載安裝陳智霖分析師 APP，新註冊的用戶可免費盤中選股以及會員專屬影音，歡迎您透過體驗來了解陳智霖老師，午報導航體驗都是限時限額開放，千萬不要浪費了您可以免費體驗的權益喔。



點擊連結免費下載註冊〈陳智霖分析師 APP〉獎勵金回饋立即領 https://hantec.liveinapp.com/jhih-lin-app-link

錢進熱線 02-2653-8299, 立即邁向系統依據的股票操作，

文章來源：陳智霖分析師 / 亨達投顧

本公司所推薦分析之個別有價證券
無不當之財務利益關係 以往之績效不保證未來獲利
投資人應獨立判斷 審慎評估並自負投資風險
",2024-09-25 17:46:40,台股新聞,827
