股票代碼,公司簡稱,償債能力-流動比率(%),償債能力-速動比率(%),償債能力-利息保障倍數(%),經營能力-應收款項週轉率(次),經營能力-平均收現日數,經營能力-存貨週轉率(次),經營能力-平均售貨日數,經營能力-不動產、廠房及設備週轉率(次),經營能力-總資產週轉率(次),獲利能力-資產報酬率(%),獲利能力-權益報酬率(%),獲利能力-稅前純益佔實收資本比率(%),獲利能力-純益率(%),獲利能力-每股盈餘(元)
9919,康那香,253.87,206.39,22.94,3.03,120.46,2.95,123.72,0.88,0.40,9.56,24.9,60.29,22.42,3.37
9921,巨大,176.55,74.18,5.27,4.91,74.33,1.50,243.33,5.88,0.86,4.76,10.15,122.41,4.42,8.68
9924,福興,288.62,242.16,161.07,5.68,64.26,5.98,61.03,3.07,0.96,10.12,13.78,67.75,10.44,5.03
9925,新保,165.88,158.00,29.26,11.37,32.10,無,無,1.79,0.43,5.77,8.5,30.97,13.07,2.43
9926,新海,155.26,141.15,"1,947.25",9.23,39.54,無,無,0.66,0.29,5.87,12.58,31.88,20.43,2.61
9927,泰銘,682.11,502.47,"21,442.00",9.03,40.42,3.34,109.28,17.31,1.24,13.53,16.0,76.24,10.82,5.94
9928,中視,23.29,16.47,0.83,6.74,54.15,無,無,0.40,0.27,0.76,-2.0,-1.26,-0.86,-0.14
9929,秋雨,145.28,120.69,-5.55,5.15,70.87,9.14,39.93,2.72,0.39,-6.88,-15.93,-13.84,-20.12,-1.04
9930,中聯資源,98.23,78.19,13.26,10.78,33.85,13.31,27.42,2.21,1.01,7.55,13.84,42.63,6.92,3.38
9931,欣高,84.72,47.91,15.14,8.50,42.94,1.40,260.71,0.47,0.21,3.04,6.85,17.90,14.19,1.44
9933,中鼎,107.93,101.08,5.68,6.21,58.77,無,無,6.67,1.01,2.44,10.67,43.57,1.83,2.39
9934,成霖,154.10,92.39,4.58,7.80,46.79,3.00,121.66,7.94,1.14,4.90,11.45,19.85,3.30,1.52
9935,慶豐富,232.11,162.76,2.66,3.03,120.46,3.90,93.58,1.96,0.68,2.59,4.59,8.88,2.29,0.6
9937,全國,23.66,18.66,36.66,162.16,2.25,72.28,5.04,4.10,1.99,6.52,14.37,31.48,3.19,2.53
9938,百和,106.42,63.30,1.76,5.82,62.71,1.44,253.47,0.74,0.39,2.43,1.95,15.80,2.23,1.95
9939,宏全,134.74,97.06,"1,239.14",6.15,59.34,6.90,52.89,1.45,0.70,7.48,16.0,109.69,9.69,8.6
9940,信義,246.56,146.73,14.47,9.83,37.13,0.22,"1,659.09",1.64,0.44,5.86,14.47,32.16,12.47,2.39
9941,裕融,102.89,100.47,2.70,無,無,無,無,1.54,0.14,3.61,16.99,129.99,15.43,11.07
9942,茂順,376.65,255.45,218.21,3.38,107.98,2.46,148.37,2.83,0.91,18.70,26.33,159.80,20.48,11.77
9943,好樂迪,219.59,212.48,87.20,67.01,5.44,58.07,6.28,3.19,0.49,13.20,19.14,70.52,26.89,8.81
9944,新麗,231.33,195.91,13.76,6.70,54.47,3.49,104.58,0.98,0.35,3.29,5.04,34.07,8.34,1.49
9945,潤泰新,144.84,42.09,945.22,8.92,40.91,0.66,553.03,4.89,0.16,5.70,8.24,34.50,32.96,2.65
9946,三發地產,219.72,37.65,148.63,44.57,8.18,0.06,"6,083.33",12.60,0.06,1.56,1.37,2.88,9.23,0.27
9955,佳龍,73.12,24.46,-1.61,38.70,9.43,2.46,148.37,0.56,0.40,-1.99,-6.03,-7.91,-7.16,-0.79
9958,世紀鋼,170.68,72.39,5.46,11.88,30.72,1.65,221.21,1.01,0.45,5.06,11.2,71.24,9.23,4.46
1240,茂生農經,169.67,129.69,19.03,5.25,69.52,8.48,43.04,6.94,1.32,43.81,9.95,43.81,4.67,4.12
1259,安心,72.93,68.50,9.32,43.48,8.39,62.51,5.83,6.62,1.07,3.22,7.43,54.53,2.72,5.17
1264,德麥,353.10,242.33,"29,286.03",5.22,69.92,4.80,76.04,3.91,1.23,16.34,20.62,273.32,13.25,18.24
1268,漢來美食,113.87,91.82,13.69,21.32,17.12,15.32,23.82,3.57,0.74,5.20,16.04,91.28,6.53,7.61
1336,台翰,234.51,194.46,9.62,4.74,77.00,11.27,32.38,2.54,0.84,4.61,6.14,25.26,4.63,1.39
1565,精華,306.87,215.13,67.34,6.42,56.85,2.76,132.24,1.23,0.56,6.90,8.8,134.66,12.42,10.83
1569,濱川,152.31,119.35,-1.73,2.42,150.82,3.37,108.30,1.41,0.53,-0.91,-3.44,-11.77,-3.20,-0.95
1570,力肯,820.02,553.21,106.50,3.93,92.87,1.23,296.74,2.15,0.38,1.83,2.05,5.03,4.73,0.36
1580,新麥,290.34,200.21,"54,382.12",9.52,38.34,3.30,110.60,3.88,1.16,16.55,22.37,186.19,14.14,12.01
1584,精剛,660.98,241.53,18.26,5.06,72.13,1.22,299.18,2.54,0.58,11.15,17.18,26.29,18.27,3.01
1586,和勤,156.46,97.53,-55.50,3.02,120.86,3.07,118.89,1.21,0.55,-0.40,-3.62,-8.50,-2.35,-0.67
1591,駿吉-KY,479.45,273.57,-19.92,8.67,42.09,0.91,401.09,0.27,0.13,-8.44,-10.62,-17.37,-68.87,-1.43
1593,祺驊,209.28,159.20,13.08,6.70,54.47,3.53,103.39,1.23,0.52,4.19,5.8,26.54,7.46,1.28
1595,川寶,218.89,104.77,"1,191.98",3.43,106.41,0.60,608.33,1.70,0.30,0.96,1.84,19.15,3.46,1.04
1599,宏佳騰,251.45,160.30,0.00,14.33,25.47,3.74,97.59,1.70,0.72,0.01,-0.23,-0.23,-0.21,-0.06
1742,台蠟,118.98,116.94,2.08,6.47,56.41,5.34,68.35,0.59,0.12,2.09,2.98,4.11,9.77,0.41
1777,生泰,280.12,187.33,55.85,8.49,42.99,1.64,222.56,0.93,0.39,9.00,11.11,70.36,22.52,5.63
1781,合世,142.71,73.67,-612.19,1.21,301.65,1.97,185.27,4.92,0.80,-1.76,-4.96,-7.92,-2.92,-0.7
1784,訊聯,390.33,368.02,262.18,4.34,84.10,5.88,62.07,2.28,0.54,3.90,5.34,21.58,7.22,1.67
1785,光洋科,262.36,83.44,4.31,12.56,29.06,1.70,214.70,2.86,0.85,5.13,8.15,21.61,4.71,1.83
1788,杏昌,223.49,159.85,35.91,2.88,126.73,4.14,88.16,3.69,0.85,7.84,12.83,97.55,8.93,8.01
1796,金穎生技,209.17,125.31,37.77,6.57,55.55,3.24,112.65,1.20,0.67,10.82,14.46,37.01,15.70,3.01
1799,易威,397.93,326.37,-7.82,6.37,57.29,2.43,150.20,1.06,0.22,-12.64,-24.4,-14.66,-62.64,-1.27
1813,寶利徠,158.10,97.80,-15.75,3.44,106.10,1.70,214.70,1.13,0.32,0.24,-0.55,-2.15,-1.21,0.24
1815,富喬,188.44,116.21,-3.49,3.35,108.95,2.50,146.00,0.35,0.23,-3.64,-9.31,-18.35,-20.35,-1.44
2035,唐榮公司,122.19,25.97,-7.35,"1,231.85",0.29,5.21,70.05,3.16,0.62,-5.97,-21.79,-32.15,-10.51,-3.22
2061,風青,154.70,110.10,-34.39,2.49,146.58,5.27,69.25,5.34,0.83,-1.15,-5.19,-4.63,-2.86,-0.54
2063,世鎧,410.49,255.21,26.01,5.71,63.92,1.67,218.56,3.00,0.74,13.20,23.97,61.26,17.18,4.95
2064,晉椿,77.54,42.26,-2.58,3.89,93.83,2.90,125.86,1.39,0.54,-2.73,-8.45,-13.85,-6.59,-1.36
2065,世豐,111.65,68.72,22.75,5.14,71.01,2.92,125.00,2.59,0.73,8.70,16.33,62.14,111.48,5.12
2066,世德,326.80,180.36,12.49,6.70,54.47,1.45,251.72,7.52,0.84,10.76,17.76,98.74,11.81,8.08
2067,嘉鋼,69.60,36.81,0.40,4.40,82.95,4.59,79.52,1.22,0.61,-1.45,-12.35,-4.41,-4.67,-1.2
2070,精湛,173.51,132.35,40.89,5.51,66.24,0.90,405.55,1.82,0.43,5.77,8.98,28.72,12.96,2.25
2073,雄順,140.43,136.89,4.45,4.13,88.37,91.56,3.98,1.10,0.65,2.10,3.02,5.84,2.50,0.49
2221,大甲,269.63,152.08,26.25,3.84,95.05,2.34,155.98,3.08,0.89,6.25,9.45,31.72,6.97,2.05
2230,泰茂,451.12,356.40,22.70,3.32,109.93,2.19,166.66,1.68,0.45,10.65,16.92,27.97,19.15,2.66
2235,謚源,211.64,163.18,25.87,2.90,125.86,2.69,135.68,0.97,0.30,4.68,6.53,31.20,14.80,2.42
2596,綠意,220.45,47.32,401.72,15.55,23.47,0.28,"1,303.57",19.86,0.23,2.05,3.29,5.86,8.76,0.82
2640,大車隊,160.38,148.02,275.25,9.02,40.46,9.84,37.09,2.32,0.87,12.37,20.94,89.54,14.14,7.08
2641,正德,301.94,138.12,6.41,"23,886.79",0.01,1.04,350.96,0.23,0.15,5.92,7.36,17.75,31.73,1.69
2643,捷迅,282.86,264.01,32.65,3.37,108.30,無,無,32.33,1.51,8.79,13.84,90.69,5.63,7.53
2718,晶悅,221.34,84.64,23.40,68.60,5.32,0.44,829.54,11.70,0.50,15.85,34.88,93.99,31.33,7.9
2719,燦星旅,257.11,190.38,50.95,69.96,5.21,"39,297.20",0.00,8.76,1.35,12.99,18.7,15.30,9.60,1.53
2724,藝舍-KY,197.97,167.44,401.34,5.99,60.93,"15,784.33",0.02,13.25,0.20,4.58,10.53,5.33,16.72,-0.06
2726,雅茗-KY,158.96,126.30,-9.92,20.60,17.71,6.97,52.36,7.06,0.93,-11.20,-39.1,-31.81,-12.77,-4.06
2729,瓦城,77.12,55.90,31.25,13.87,26.31,12.91,28.27,2.76,1.17,9.20,18.33,152.96,7.57,12.37
2732,六角,119.63,104.84,15.84,9.34,39.07,8.28,44.08,7.75,0.87,7.38,14.92,82.12,7.93,6.42
2734,易飛網,167.25,103.09,6.27,31.97,11.41,24.05,15.17,13.49,2.21,3.53,8.98,7.46,1.37,0.56
2736,富野,132.58,124.65,2.50,46.06,7.92,64.10,5.69,0.44,0.24,-1.84,-2.11,-5.61,-4.79,-0.4
2740,天蔥,226.32,219.56,-67.67,19.22,18.99,35.62,10.24,5.03,0.64,-19.38,-29.1,-20.70,-30.42,-2.15
2743,山富,120.10,97.71,79.03,43.56,8.37,無,無,42.16,2.60,18.22,48.62,108.09,6.94,9.66
2745,五福,145.85,117.89,488.80,17.88,20.41,無,無,54.29,4.01,21.34,57.43,76.61,5.31,7.87
2752,豆府,226.49,218.70,63.57,12.13,30.09,33.45,10.91,7.26,1.54,14.74,25.57,186.44,9.35,14.78
2754,亞洲藏壽司,42.25,35.97,6.47,41.49,8.79,97.09,3.75,2.84,1.05,5.25,13.54,56.83,4.22,4.54
2755,揚秦,135.35,123.25,35.83,32.47,11.24,27.82,13.12,3.70,1.45,9.15,18.82,54.32,6.14,4.4
2756,聯發國際,229.52,201.87,62.41,14.52,25.13,6.76,53.99,2.47,0.80,12.39,20.58,65.40,15.14,4.56
2916,滿心,259.69,104.64,140.51,5.40,67.59,1.37,266.42,6.84,1.23,16.92,22.99,57.64,13.71,4.61
2924,宏太-KY,156.63,150.00,"-2,415.69",5.33,68.48,5.24,69.65,0.43,0.17,-13.51,-19.86,-10.21,-83.02,-1.05
2926,誠品生活,81.49,56.09,無,6.67,54.72,3.41,107.03,0.67,0.42,0.00,-20.85,-49.82,-1.95,-2.73
2937,集雅社,113.93,66.26,17.19,5.00,73.00,3.03,120.46,8.96,1.35,3.82,12.17,36.09,2.67,2.81
2941,米斯特,204.21,141.78,129.32,8.40,43.45,2.97,122.89,21.99,1.80,14.21,24.16,52.19,7.82,4.16
2947,振宇五金,101.81,32.26,3.03,208.69,1.74,2.31,158.00,3.41,0.70,2.35,6.15,28.55,2.27,2.32
2948,寶陞,202.07,70.41,5.52,13.75,26.54,1.33,274.43,68.99,1.12,6.77,12.18,51.29,4.88,4.26
2949,欣新網,182.96,142.67,20.50,7.23,50.48,4.68,77.99,809.92,2.11,7.84,15.89,84.22,3.52,6.29
3064,泰偉,44.08,41.53,-0.10,2.81,129.89,0.17,"2,147.05",0.41,0.22,-0.71,-8.74,-8.07,-11.75,-0.27
3066,李洲,169.33,159.36,-9.29,2.96,123.31,3.35,108.95,0.84,0.13,-5.82,-10.53,-12.42,-48.84,-1.26
3067,全域,233.22,208.27,50.00,27.73,13.16,7.07,51.62,3.92,0.48,6.66,9.14,14.44,13.74,1.17
3071,協禧,149.16,124.67,9.97,3.64,100.27,5.14,71.01,4.06,0.62,3.89,6.99,17.71,5.53,1.21
3073,天方能源,117.40,110.48,-5.14,2.30,158.69,2.66,137.21,0.11,0.03,-2.21,-7.36,-8.77,-81.48,-0.99
3078,僑威,222.79,183.68,83.97,4.51,80.93,5.65,64.60,5.98,1.06,15.24,25.28,91.06,14.19,6.79
3081,聯亞,873.25,703.79,-50.71,3.05,119.67,2.50,146.00,0.51,0.22,-4.37,-5.15,-28.79,-20.03,-2.31
3083,網龍,827.10,814.99,無,無,無,無,無,164.26,0.25,0.08,0.08,0.69,0.30,0.01
3085,新零售,96.63,81.99,"-2,623.84",3.33,109.60,7.12,51.26,0.79,0.31,-22.00,-36.81,-18.19,-75.59,-1.75
3086,華義,969.78,926.29,359.71,5.04,72.42,45.54,8.01,2.37,0.40,9.34,10.26,14.13,23.47,1.41
3088,艾訊,282.82,165.26,"5,340.00",8.41,43.40,2.39,152.71,3.30,1.04,11.54,18.76,96.67,10.86,7.19
3093,港建*,273.43,248.81,"2,201.64",6.38,57.21,9.04,40.37,6.64,0.96,15.56,23.81,101.12,16.24,2.02
3095,及成,173.54,138.97,59.78,4.36,83.71,6.11,59.73,0.94,0.52,0.60,-20.4,-8.45,-2.60,-1.16
3105,穩懋,134.89,91.47,-0.02,15.34,23.79,2.35,155.31,0.50,0.23,-0.04,-0.24,-16.02,-3.52,-0.19
3114,好德,209.76,181.78,"1,003.77",2.98,122.48,7.83,46.61,24.86,1.01,4.12,6.7,19.57,3.67,1.55
3115,富榮綱,"2,063.65","2,052.59","-63,423.40",4.25,85.88,2.05,178.04,0.17,0.00,-12.79,-13.66,-6.83,-18.41,-0.68
3118,進階,269.23,231.66,237.72,5.78,63.14,5.43,67.21,7.41,0.80,7.73,11.52,24.24,9.52,1.94
3122,笙泉,200.78,166.69,-14.76,6.30,57.93,1.99,183.41,2.41,0.50,-5.24,-8.59,-10.32,-11.12,-1.04
3128,昇銳,282.58,139.15,6.81,5.56,65.64,2.40,152.08,2.37,0.79,3.83,6.4,13.00,4.21,0.9
3131,弘塑,171.35,108.28,60.00,7.78,46.91,1.13,323.00,1.90,0.46,8.58,17.49,256.25,17.39,21.56
3141,晶宏,244.35,123.56,9.06,9.15,39.89,0.90,405.55,4.16,0.49,2.97,4.15,15.32,5.41,1.13
3147,大綜,141.03,122.01,28.24,4.24,86.08,17.63,20.70,10.42,1.47,11.03,23.63,93.06,7.21,7.38
3152,璟德,333.78,303.21,無,5.50,66.36,5.59,65.29,0.58,0.36,6.78,7.91,51.66,18.98,4.09
3162,精確,101.81,81.83,2.73,2.23,163.67,4.93,74.03,1.46,0.57,3.12,5.1,10.81,3.68,1.01
3163,波若威,343.04,311.62,111.06,4.49,81.29,6.36,57.38,7.53,0.80,12.68,18.05,65.27,15.68,5.63
3169,亞信,964.10,901.38,483.61,9.05,40.33,2.48,147.17,15.27,0.46,11.40,12.95,42.90,25.95,3.67
3171,新洲,275.59,260.92,36.22,3.51,103.98,17.33,21.06,2.76,0.86,8.28,13.17,22.68,9.32,2.08
3176,基亞,205.33,184.45,-21.89,3.22,113.35,0.85,429.41,0.63,0.13,-15.40,-25.64,-91.78,-126.98,-4.03
3178,公準,132.84,81.46,18.48,4.94,73.88,2.95,123.72,1.16,0.57,8.32,17.93,59.95,13.77,4.52
3188,鑫龍騰,243.70,19.51,96.02,95.43,3.82,0.22,"1,659.09",471.22,0.30,5.67,15.25,26.50,18.69,2.05
3191,雲嘉南,550.13,455.55,-12.70,3.83,95.30,4.04,90.34,4.99,0.46,-10.16,-17.9,-4.96,-23.27,-0.55
3202,樺晟,173.24,127.26,5.14,2.75,132.72,4.22,86.49,7.16,0.97,2.86,5.2,13.07,2.34,-0.58
3205,佰研,261.84,229.75,-691.98,9.04,40.37,10.56,34.56,4.23,0.71,-9.13,-11.57,-17.46,-12.90,-1.69
3206,志豐,191.09,170.42,41.24,3.30,110.60,9.16,39.84,11.81,1.22,10.21,20.79,67.35,8.00,4.82
3207,耀勝,191.31,158.70,15.47,4.48,81.47,5.74,63.58,2.15,0.58,4.76,7.04,16.48,7.66,1.75
3211,順達,219.53,186.47,"3,279.59",3.79,96.30,7.97,45.79,12.41,1.02,4.84,9.29,71.23,4.57,5.23
3213,茂訊,316.88,141.09,658.70,11.12,32.82,1.87,195.18,9.01,0.86,13.73,18.71,100.30,15.61,7.85
3217,優群,326.78,270.96,"1,370.09",3.13,116.61,3.45,105.79,3.53,0.59,14.38,17.85,102.56,24.26,8.11
3218,大學光,252.17,218.09,84.28,6.87,53.12,6.24,58.49,2.67,0.85,22.35,34.48,155.63,26.06,12.34
3219,倚強科,350.30,306.59,622.94,4.19,87.11,1.82,200.54,3.37,0.56,1.62,1.88,4.26,2.47,0.41
3221,台嘉碩,248.24,186.25,0.81,4.38,83.33,1.84,198.36,2.66,0.63,-1.21,-2.03,-0.14,-2.19,-0.13
3224,三顧,584.75,565.66,-27.87,4.60,79.34,8.02,45.51,5.94,0.43,-6.15,-7.55,-30.26,-14.82,-1.94
3226,至寶電,174.18,149.04,36.75,4.12,88.59,7.84,46.55,3.84,0.94,11.67,17.12,54.91,12.05,4.04
3227,原相,364.82,321.68,236.64,7.26,50.27,2.42,150.82,7.46,0.50,6.84,8.4,60.60,13.68,5.57
3228,金麗科,278.72,125.54,-203.77,6.08,60.03,0.65,561.53,1.62,0.39,-15.69,-18.58,-17.01,-40.11,-1.73
3230,錦明,120.26,105.60,-5.03,2.64,138.25,7.37,49.52,1.19,0.62,-10.68,-25.71,-20.62,-22.91,-2.5
3232,昱捷,219.91,167.78,1.98,3.81,95.80,3.20,114.06,6.16,1.10,1.90,1.69,3.72,0.79,0.25
3234,光環,171.59,82.43,"-2,658.73",5.28,69.12,1.28,285.15,1.26,0.43,-27.84,-57.63,-43.61,-67.53,-4.68
3236,千如,157.88,123.88,380.90,5.90,61.86,4.64,78.66,1.30,0.62,1.65,2.49,5.09,1.87,0.36
3252,海灣,117.06,40.14,1.18,16.54,22.06,1.11,328.82,0.18,0.14,1.43,0.44,2.08,1.62,0.01
3259,鑫創,560.62,223.87,-123.57,6.87,53.12,0.79,462.02,6.33,0.48,-38.39,-47.63,-38.92,-79.82,-4.34
3260,威剛,144.43,57.18,4.05,7.55,48.34,2.54,143.70,3.39,0.84,4.99,10.6,66.75,4.44,5.21
3264,欣銓,173.80,164.98,17.29,4.62,79.00,無,無,0.68,0.44,9.11,16.09,68.94,19.54,5.79
3265,台星科,414.33,405.06,70.26,3.98,91.70,26.98,13.52,1.21,0.49,11.30,14.18,74.10,22.90,6.16
3268,海德威,366.66,361.20,-0.57,2.36,154.66,38.75,9.41,38.29,1.13,-0.19,-1.3,-2.81,-0.63,-0.2
3272,東碩,172.96,123.87,-6.60,1.94,188.14,2.18,167.43,2.06,0.57,-6.20,-20.83,-67.05,-12.30,-6.13
3276,宇環,84.09,64.86,11.71,4.47,81.65,10.24,35.64,2.65,0.76,2.97,4.97,6.88,3.64,0.79
3284,太普高,338.99,213.61,5.95,2.89,126.29,1.58,231.01,4.56,0.42,4.43,6.34,9.67,8.79,0.76
3285,微端,355.09,302.76,"2,684.08",5.22,69.92,3.16,115.50,6.98,0.87,4.10,5.96,12.65,4.69,0.66
3287,廣寰科,250.35,186.46,111.03,3.12,116.98,2.54,143.70,5.34,0.75,7.23,10.03,16.09,9.56,0.92
3288,點晶,284.58,66.49,188.94,9.31,39.20,0.28,"1,303.57",50.95,0.46,2.13,2.15,1.44,2.20,0.14
3289,宜特,111.34,105.14,6.86,2.68,136.19,0.00,無,0.99,0.51,4.79,9.32,45.99,8.23,5.15
3290,東浦,246.65,222.58,9.85,2.18,167.43,6.67,54.72,2.16,0.56,4.23,6.72,16.64,6.51,1.14
3293,鈊象,309.84,304.55,0.00,7.63,47.83,4.76,76.68,4.88,0.86,41.96,56.22,551.09,45.33,45.61
3294,英濟,205.39,182.25,0.74,3.10,117.74,8.03,45.45,4.42,0.79,-2.04,-5.94,-0.56,-3.21,-1.0
3297,杭特,146.33,126.22,-3.31,6.97,52.36,1.20,304.16,0.49,0.20,-1.30,-2.33,-4.03,-8.27,-0.37
3303,岱稜,227.31,151.75,18.13,5.13,71.15,3.32,109.93,1.86,0.79,7.08,10.66,25.07,8.50,2.21
3306,鼎天,308.23,258.66,679.63,10.01,36.46,7.18,50.83,99.73,0.53,3.81,4.34,19.04,7.19,1.83
3310,佳穎,129.72,36.87,7.39,4.41,82.76,0.45,811.11,4.23,0.32,3.99,13.98,39.18,10.76,3.81
3313,斐成,514.40,288.63,0.80,8.77,41.61,0.07,"5,214.28",1.04,0.03,0.22,-0.19,-0.09,-5.10,0.01
3317,尼克森,434.08,325.92,"1,656.19",3.32,109.93,2.37,154.00,7.97,0.71,6.03,7.58,40.07,8.51,2.95
3322,建舜電,117.16,77.51,8.29,3.86,94.55,4.92,74.18,2.58,0.94,3.44,6.28,8.19,3.29,0.58
3323,加百裕,233.72,189.40,-3.35,3.21,113.70,5.20,70.19,11.45,1.21,-3.61,-10.64,-34.13,-3.74,-3.27
3324,雙鴻,180.76,126.90,106.98,2.85,128.07,4.43,82.39,4.35,1.04,10.36,19.55,175.17,9.75,14.28
3325,旭品,179.10,146.04,-89.18,3.36,108.63,5.77,63.25,4.22,0.88,-1.07,-3.74,-4.57,-2.25,-0.28
3332,幸康,357.75,229.38,"6,344.85",6.99,52.21,1.54,237.01,2.69,0.63,6.55,8.69,38.58,10.26,2.98
3339,泰谷,174.96,148.94,5.61,2.55,143.13,2.58,141.47,2.02,0.48,1.80,2.85,3.42,3.50,0.34
3349,寶德,263.02,181.75,無,3.82,95.54,3.13,116.61,15.35,0.56,-13.82,-24.25,-27.01,-24.46,-2.37
3354,律勝,272.05,182.28,-18.47,3.24,112.65,4.01,91.02,0.27,0.09,-6.38,-8.86,-13.41,-76.20,-1.19
3357,臺慶科,350.21,288.80,24.57,2.60,140.38,3.87,94.31,1.04,0.44,6.11,8.94,65.59,13.38,5.82
3360,尚立,151.38,121.54,-0.09,5.01,72.85,9.24,39.50,32.00,1.93,-0.33,-11.39,-17.17,-1.55,-1.47
3362,先進光,127.64,91.75,8.14,3.01,121.26,2.40,152.08,1.45,0.55,6.24,12.53,35.55,10.00,2.83
3363,上詮,862.59,729.16,2.05,4.15,87.95,3.21,113.70,3.47,0.55,0.71,0.63,0.58,0.95,0.13
3372,典範,572.62,436.37,-206.98,3.86,94.55,4.12,88.59,0.85,0.38,-7.84,-8.84,-10.09,-20.54,-1.02
3373,熱映,"1,438.00",453.00,0.00,9.50,38.42,0.66,553.03,3.45,0.40,-4.70,-5.0,-14.60,-11.70,-1.13
3374,精材,366.47,336.43,428.68,5.12,71.28,17.34,21.04,1.56,0.66,14.16,17.93,64.51,21.54,5.07
3379,彬台,112.16,41.78,-2.70,8.66,42.14,3.48,104.88,3.41,0.54,-0.32,-0.86,-1.20,-0.76,-0.12
3388,崇越電,448.00,380.00,19.00,3.99,91.47,6.29,58.02,15.06,1.07,4.41,5.98,49.48,3.90,3.52
3390,旭軟,244.31,228.41,9.99,2.12,172.16,3.63,100.55,4.30,0.43,4.10,5.99,12.57,8.52,1.0
3402,漢科,130.77,77.24,70.42,5.59,65.29,1.71,213.45,6.33,0.72,6.58,21.85,73.34,8.99,5.4
3426,台興,414.19,382.78,120.80,3.32,109.93,6.42,56.85,7.85,0.63,6.26,9.04,29.41,9.80,2.36
3430,奇鈦科,372.07,216.82,69.85,7.13,51.19,2.25,162.22,3.58,0.87,8.44,11.88,46.17,9.52,3.57
3434,哲固,237.40,131.83,10.84,5.95,61.34,2.71,134.68,9.72,1.32,3.21,4.97,7.09,2.37,0.55
3438,類比科,720.88,579.30,"-1,573.78",4.47,81.65,2.36,154.66,1.62,0.47,0.00,0.0,-0.36,0.00,0.0
3441,聯一光電,502.65,340.51,9.88,3.79,96.30,0.73,500.00,7.14,0.31,2.38,2.77,7.71,7.20,0.51
3444,利機,292.17,268.61,105.92,2.00,182.50,10.93,33.39,4.34,0.68,6.60,9.32,25.35,9.58,2.16
3455,由田,232.18,158.61,31.38,1.32,276.51,0.89,410.11,1.68,0.42,6.73,11.43,63.21,15.63,5.25
3465,進泰電子,246.60,163.12,3.97,7.35,49.65,2.73,133.69,2.71,0.70,1.87,2.7,10.21,1.86,0.36
3466,德晉,167.23,142.15,-19.39,1.80,202.77,2.45,148.97,1.97,0.45,-10.22,-19.51,-30.10,-23.57,-3.01
3479,安勤,216.37,152.81,64.09,5.71,63.92,4.00,91.25,10.10,1.48,12.84,20.89,136.25,8.48,8.38
3483,力致,159.92,127.18,"1,742.32",2.88,126.73,5.36,68.09,5.45,1.04,8.33,16.76,89.70,7.63,8.03
3484,崧騰,221.07,170.46,5.28,5.11,71.42,2.45,148.97,2.85,0.68,3.00,4.39,23.73,3.40,1.55
3489,森寶,149.45,29.81,0.49,11.23,32.50,0.22,"1,659.09","2,139.98",0.17,0.27,0.73,2.70,1.32,0.12
3490,單井,501.47,435.22,"1,922.78",2.70,135.18,2.78,131.29,0.43,0.22,3.30,4.03,10.81,15.02,0.94
3491,昇達科,245.11,223.65,"4,663.40",3.15,115.87,3.88,94.07,1.73,0.46,7.20,9.95,47.55,15.22,3.2
3492,長盛,208.22,150.75,12.28,3.80,96.05,3.91,93.35,5.73,0.78,2.58,3.87,6.30,3.09,0.63
3498,陽程,348.11,293.92,-66.34,5.24,69.65,1.60,228.12,1.91,0.35,-4.20,-6.25,-22.11,-12.26,-2.42
3499,環天科,157.21,106.27,-7.41,9.34,39.07,1.53,238.56,1.57,0.36,-2.95,-6.08,-7.51,-9.34,-0.61
3508,位速,44.48,22.76,"-25,951.00",2.04,178.92,8.35,43.71,0.56,0.04,-9.32,-23.28,-18.88,-233.68,-1.95
3511,矽瑪,297.53,227.05,0.00,3.29,110.94,3.67,99.45,2.70,0.66,-3.17,-4.41,-12.07,-4.95,-1.04
3512,皇龍,205.86,56.20,36.18,38.67,9.43,0.58,629.31,26.27,0.53,8.52,24.26,70.29,15.50,5.45
3516,亞帝歐,198.15,153.49,2.51,2.97,122.89,2.71,134.68,0.92,0.43,0.95,0.88,3.61,1.22,0.28
3520,華盈,270.57,223.25,1.35,2.50,146.00,4.92,74.18,1.76,0.58,0.72,0.48,0.41,0.46,0.06
3521,鴻翊,453.41,162.91,"-1,211.54",13.73,26.58,0.39,935.89,1.95,0.23,-15.00,-34.16,-24.09,-71.23,-2.76
3522,御頂,125.05,116.52,-4.14,76.41,4.77,15.99,22.82,3.22,0.38,-4.88,-21.9,-13.43,-15.11,-2.06
3523,迎輝,55.03,43.98,-5.37,6.12,59.64,4.38,83.33,0.23,0.12,-9.65,-39.14,-26.14,-92.85,-2.7
3526,凡甲,326.51,308.48,65.32,2.64,138.25,7.28,50.13,2.98,0.55,16.49,26.91,137.04,28.80,11.68
3527,聚積,686.42,525.67,-2.48,3.40,107.35,1.53,238.56,5.57,0.61,-0.37,-0.48,-1.07,-0.67,-0.28
3529,力旺,428.46,424.38,"3,962.52",13.94,26.18,無,無,6.53,0.80,38.22,48.47,234.58,47.95,19.76
3531,先益,386.30,319.12,"3,666.00",3.44,106.10,4.29,85.08,7.98,0.79,5.53,7.66,30.45,6.99,2.43
3537,堡達,206.84,163.93,22.56,2.90,125.86,5.76,63.36,12.36,1.39,7.66,13.0,35.64,5.25,2.78
