股票代碼,公司簡稱,財務結構-負債佔資產比率(%),財務結構-長期資金佔不動產、廠房及設備比率(%),償債能力-流動比率(%),償債能力-速動比率(%),償債能力-利息保障倍數(%),經營能力-應收款項週轉率(次),經營能力-平均收現日數,經營能力-存貨週轉率(次),經營能力-平均售貨日數,經營能力-不動產、廠房及設備週轉率(次),經營能力-總資產週轉率(次),獲利能力-資產報酬率(%),獲利能力-權益報酬率(%),獲利能力-稅前純益佔實收資本比率(%),獲利能力-純益率(%),獲利能力-每股盈餘(元),現金流量-現金流量比率(%),現金流量-現金流量允當比率(%),現金流量-現金再投資比率(%)
1101,台泥,45.91,319.75,210.95,194.22,5.29,3.70,98.64,6.44,56.67,0.92,0.24,2.73,4.07,18.52,9.15,1.06,46.50,70.76,5.98
1102,亞泥,43.02,645.22,147.60,136.93,8.86,5.96,61.24,8.57,42.59,2.03,0.24,3.78,5.89,39.30,13.82,3.28,8.77,119.13,-0.32
1103,嘉泥,38.52,780.29,319.50,312.89,140.63,9.36,38.99,9.47,38.54,0.64,0.08,0.71,0.43,1.05,3.30,0.12,0.00,5.94,0.00
1104,環泥,19.55,328.38,167.60,157.53,47.39,3.72,98.11,16.00,22.81,1.02,0.27,8.56,10.61,38.36,30.08,3.13,37.97,104.08,1.19
1108,幸福,49.14,195.38,180.60,50.51,12.57,4.63,78.83,1.02,357.84,1.49,0.51,5.84,10.57,16.30,10.35,1.30,19.57,65.29,1.98
1109,信大,13.60,373.90,480.62,413.90,863.39,5.71,63.92,5.07,71.99,2.31,0.54,7.02,8.22,32.58,12.90,2.01,51.37,259.13,2.06
1110,東泥,23.65,948.00,142.80,65.17,698.97,4.64,78.66,1.88,194.14,1.78,0.19,1.53,1.76,3.28,6.86,0.26,15.85,17.14,4.49
1201,味全,59.55,127.77,94.91,65.36,330.26,8.22,44.40,9.52,38.34,2.44,1.21,2.26,3.71,7.54,1.25,0.53,22.63,93.65,6.37
1203,味王,33.12,268.40,242.34,153.95,42.02,12.85,28.40,2.44,149.59,2.12,0.63,6.71,9.86,38.32,10.27,1.80,70.71,90.42,7.93
1210,大成,50.92,161.07,101.20,56.19,9.15,13.10,27.86,7.82,46.67,5.21,1.75,8.38,15.82,66.71,4.32,4.81,34.14,92.56,17.91
1213,大飲,72.27,48.49,5.88,1.55,-6.98,2.41,151.45,7.06,51.69,0.20,0.13,-13.51,-46.77,-20.93,-114.90,-2.45,-14.24,-546.95,-10.76
1215,卜蜂,62.65,125.66,99.31,65.46,12.36,9.31,39.20,9.55,38.21,2.00,1.08,9.01,22.90,95.49,7.74,7.70,51.09,52.81,12.55
1216,統一,70.68,232.43,97.09,69.20,"1,536.71",26.84,13.59,6.98,52.29,3.44,0.95,5.33,15.64,85.69,5.21,3.23,31.86,159.59,10.81
1217,愛之味,46.05,515.46,98.24,60.62,2.96,6.95,52.51,3.75,97.33,2.38,0.35,2.33,3.21,5.27,4.44,0.41,16.38,99.36,1.68
1218,泰山,11.66,629.82,403.69,253.11,6.86,7.77,46.97,6.50,56.15,5.69,0.74,-0.42,-0.66,2.46,-0.72,-0.17,-68.28,-17.02,-8.59
1219,福壽,54.83,157.62,154.29,76.37,5.83,8.61,42.39,5.40,67.59,4.37,1.59,3.69,7.01,11.76,1.92,0.94,13.74,34.97,3.30
1220,台榮,20.71,233.18,423.61,278.56,39.12,4.16,87.74,4.27,85.48,2.78,1.03,5.06,6.35,10.92,4.79,0.76,89.52,77.24,5.83
1225,福懋油,54.90,175.30,155.43,88.59,7.56,7.48,48.79,6.41,56.94,4.50,1.60,5.16,10.51,21.34,2.81,1.60,32.51,30.70,9.50
1227,佳格,31.35,437.55,225.34,137.42,21.92,5.86,62.28,3.80,96.05,6.61,1.04,4.96,7.14,17.52,4.56,1.35,27.41,108.17,4.03
1229,聯華,22.72,"1,397.52",112.06,97.74,24.93,5.09,71.70,4.23,86.28,2.54,0.16,6.40,8.04,31.15,35.12,2.64,23.88,69.46,2.19
1231,聯華食,55.57,150.57,148.00,100.82,27.43,4.92,74.18,5.55,65.76,2.01,0.92,8.55,17.71,48.73,8.93,3.93,39.64,60.02,8.97
1232,大統益,32.12,731.73,370.71,174.84,105.46,17.54,20.80,6.24,58.49,27.44,3.03,16.26,23.17,98.36,5.32,7.53,120.53,72.38,10.49
1233,天仁,37.25,171.73,124.69,71.32,18.14,9.45,38.62,3.02,120.86,2.41,0.89,4.29,6.44,13.13,4.54,1.06,44.91,137.87,6.35
1234,黑松,18.08,357.77,466.95,150.55,74.71,12.88,28.33,1.40,260.71,1.79,0.46,4.22,5.13,29.77,8.97,2.36,74.48,128.26,3.15
1235,興泰,55.69,"1,356.42",41.31,40.50,3.64,0.50,730.00,7.61,47.96,0.44,0.02,3.11,5.27,6.19,125.75,1.10,-3.73,20.70,-7.99
1236,宏亞,37.03,171.21,113.68,71.49,4.56,4.71,77.49,5.37,67.97,1.06,0.49,0.59,0.59,4.06,0.81,0.16,40.15,95.87,3.35
1256,鮮活果汁-KY,12.76,244.05,491.75,395.38,427.15,12.73,28.67,6.69,54.55,2.51,0.97,10.04,11.45,191.91,10.36,12.41,149.00,120.71,10.86
1301,台塑,34.55,380.28,154.84,129.68,3.67,13.23,27.58,8.63,42.29,1.81,0.38,1.73,2.08,10.99,3.68,1.15,5.97,82.82,-3.35
1303,南亞,41.86,233.28,169.12,125.66,3.05,5.79,63.03,4.65,78.49,1.21,0.40,1.83,2.10,11.51,3.12,0.80,28.05,89.03,1.32
1304,台聚,35.81,235.87,249.44,184.12,-605.39,7.70,47.40,6.61,55.21,2.01,0.69,-2.23,-3.87,-16.29,-3.65,-0.19,40.26,121.29,4.27
1305,華夏,42.38,154.90,203.59,127.04,7.71,10.63,34.33,4.73,77.16,1.55,0.80,2.61,3.88,8.03,2.87,0.59,29.83,65.36,3.62
1307,三芳,42.79,229.77,244.15,197.53,14.95,7.48,48.79,4.07,89.68,2.01,0.65,5.28,8.73,25.87,7.54,1.91,56.60,123.38,8.39
1308,亞聚,11.14,404.52,324.23,242.50,"1,758.60",9.10,40.10,9.48,38.50,1.97,0.43,0.79,0.84,2.55,1.73,0.20,79.96,193.31,0.57
1309,台達化,25.23,359.81,287.16,224.21,"-1,643.13",8.81,41.43,14.39,25.36,7.80,1.68,-2.84,-3.95,-8.70,-1.80,-0.69,-12.63,189.48,-3.62
1310,台苯,26.43,214.57,117.01,74.41,-31.09,10.62,34.36,15.31,23.84,2.68,1.02,-4.78,-6.63,-11.05,-4.83,-0.88,-11.94,9.04,-2.58
1312,國喬,41.07,203.61,187.03,133.22,-10.46,8.85,41.24,8.28,44.08,0.64,0.26,-2.18,-4.01,-15.58,-9.27,-1.59,-0.87,55.90,-0.96
1313,聯成,46.00,293.94,251.85,116.29,61.05,17.72,20.59,7.92,46.08,4.53,1.37,0.07,-1.00,-1.14,-0.38,-0.21,-0.72,55.74,-0.49
1314,中石化,45.94,419.47,220.27,57.06,17.85,11.14,32.76,0.54,675.92,0.97,0.18,-0.36,-1.37,-1.55,-4.09,-0.28,-13.63,-81.83,-3.47
1315,達新,6.34,551.86,"1,633.92","1,401.57",167.09,5.53,66.00,2.61,139.84,1.09,0.19,3.08,3.30,37.11,16.25,3.66,117.45,40.70,0.00
1316,上曜,53.94,378.25,153.27,30.44,-0.32,5.33,68.48,0.10,"3,650.00",0.53,0.07,-0.31,-2.68,-5.15,-17.60,-0.68,-11.93,-81.73,-14.25
1319,東陽,26.06,159.01,171.67,129.91,64.74,5.53,66.00,5.82,62.71,1.33,0.70,9.03,12.15,64.45,12.77,5.10,100.49,148.67,13.09
1321,大洋,48.09,327.55,191.45,139.99,10.78,7.96,45.85,7.67,47.58,1.49,0.41,1.79,3.19,10.07,3.93,0.88,1.14,90.95,0.09
1323,永裕,46.56,217.61,466.87,357.35,7.70,4.52,80.75,4.27,85.48,1.43,0.60,3.69,6.17,24.70,5.42,0.92,89.32,99.36,4.04
1324,地球,19.85,284.44,374.51,287.79,694.55,5.75,63.47,3.90,93.58,2.67,0.77,3.31,4.10,5.91,4.28,0.53,37.80,92.52,3.57
1325,恆大,3.77,258.11,"3,068.27","2,910.13","74,264.29",6.17,59.15,3.81,95.80,0.35,0.14,0.43,0.44,2.44,3.14,0.21,218.71,138.79,1.76
1326,台化,32.19,279.95,212.30,161.40,3.12,9.83,37.13,6.93,52.66,2.24,0.59,1.80,2.04,12.60,2.32,1.46,18.14,53.76,1.59
1337,再生-KY,3.97,209.92,"1,199.56","1,065.71",0.00,5.73,63.69,7.10,51.40,0.46,0.16,-8.53,-8.86,-9.35,-53.30,-1.53,-219.15,-107.70,-3.63
1338,廣華-KY,42.97,203.54,178.76,152.45,0.20,2.63,138.78,4.30,84.88,1.48,0.51,-0.53,-2.59,-18.98,-2.96,-1.96,28.22,69.04,7.02
1339,昭輝,25.41,159.00,205.89,153.84,32.51,3.46,105.49,3.42,106.72,0.70,0.37,8.15,11.01,73.42,21.08,5.88,94.80,153.16,7.59
1340,勝悅-KY,9.13,179.87,756.46,610.81,"-2,947.98",5.49,66.48,33.87,10.77,0.27,0.14,-19.39,-20.59,-56.50,-153.31,-5.64,-153.87,無,-5.92
1341,富林-KY,37.97,228.06,189.42,113.23,12.65,4.75,76.84,2.81,129.89,4.01,1.11,11.00,18.33,56.80,9.15,4.48,77.56,118.75,17.75
1342,八貫,30.99,222.85,348.28,190.49,238.35,5.85,62.39,2.16,168.98,2.30,0.82,17.06,24.93,91.94,20.66,7.52,92.84,76.98,4.60
1402,遠東新,53.88,242.68,118.98,75.21,5.26,8.34,43.76,4.15,87.95,1.44,0.38,2.97,3.79,35.04,5.96,1.64,39.26,103.22,11.25
1409,新纖,75.98,321.69,102.03,96.59,1.87,1.26,289.68,4.61,79.17,1.51,0.17,1.36,2.52,9.27,3.49,0.47,0.00,33.49,-1.66
1410,南染,16.42,680.40,"1,479.82","1,402.43",186.07,7.94,45.96,4.86,75.10,1.11,0.16,0.98,1.16,3.55,5.90,0.24,77.85,85.21,-1.16
1413,宏洲,53.28,177.96,112.83,39.74,-7.34,16.62,21.96,4.80,76.04,1.87,0.85,-4.68,-11.43,-10.31,-6.65,-1.01,9.50,58.08,0.67
1414,東和,30.23,252.62,169.00,102.63,3.08,18.26,19.98,1.05,347.61,0.37,0.13,0.96,1.05,1.21,5.80,0.15,8.60,103.26,-0.26
1416,廣豐,22.42,"25,640.14",347.84,140.42,19.99,11.61,31.43,0.29,"1,258.62",11.39,0.06,2.55,3.10,8.01,37.17,0.51,83.03,113.29,3.90
1417,嘉裕,27.72,535.94,360.76,312.70,-254.38,4.73,77.16,1.36,268.38,2.14,0.37,-1.36,-2.62,-3.36,-4.64,-0.37,81.17,0.00,15.97
1418,東華,71.60,256.26,30.81,30.48,1.56,無,無,0.27,"1,351.85",0.03,0.00,2.30,3.19,7.06,194.17,0.74,-3.89,-383.54,14.82
1419,新紡,29.10,"4,142.67",120.51,92.10,15.46,8.59,42.49,1.93,189.11,6.87,0.19,3.93,5.21,25.76,19.18,2.17,6.44,24.97,-1.28
1423,利華,8.98,895.82,"1,705.18","1,302.93",975.87,31.91,11.43,0.66,553.03,0.36,0.03,2.18,2.38,9.29,56.79,0.57,277.20,156.51,5.94
1432,大魯閣,83.80,159.72,68.51,44.77,1.82,24.80,14.71,2.58,141.47,2.08,0.27,2.19,7.24,5.93,4.15,0.67,29.48,229.87,28.43
1434,福懋,24.16,606.03,290.34,143.85,2.59,10.82,33.73,2.99,122.07,2.54,0.39,0.97,0.81,3.27,1.56,0.26,72.11,95.38,1.67
1435,中福,12.02,"2,337.05","11,117.80","10,993.95",-239.78,5.63,64.83,0.00,無,0.11,0.01,-3.04,-3.54,-2.96,-491.99,-0.30,0.00,0.00,0.00
1436,華友聯,73.88,"48,016.41",154.59,20.04,554.22,348.51,1.04,0.03,"12,166.66",66.22,0.12,7.22,26.06,104.51,57.73,9.69,-12.73,-48.89,-23.42
1437,勤益控,40.80,"411,638.02",55.39,54.14,8.36,51.32,7.11,5.43,67.21,348.95,0.06,5.05,7.78,31.95,66.47,2.82,9.42,69.88,-32.27
1438,三地開發,82.91,"57,393.22",150.40,27.87,37.95,2.68,136.19,0.05,"7,300.00",35.38,0.03,0.99,-3.55,-6.33,-20.55,-0.71,-24.53,87.03,-44.47
1439,雋揚,41.31,"2,193,505.63",177.99,48.74,15.79,6.50,56.15,0.06,"6,083.33","1,289.26",0.04,4.06,6.58,21.66,97.96,2.12,-3.31,76.11,-3.34
1440,南紡,42.45,203.36,153.63,90.74,6.33,14.37,25.40,3.02,120.86,0.87,0.38,4.87,7.58,11.88,11.26,1.27,-2.02,68.50,-1.41
1441,大東,56.80,75.73,44.59,20.90,-6.07,13.61,26.81,2.97,122.89,1.35,0.52,-13.29,-64.17,-52.88,-28.75,-4.76,-3.60,-95.88,-6.36
1442,名軒,58.90,"41,311.76",223.01,13.96,25.05,9.36,38.99,0.19,"1,921.05",217.11,0.31,10.50,26.04,52.46,32.92,4.71,35.67,35.66,20.97
1443,立益物流,77.16,59.33,15.90,14.28,243.39,5.56,65.64,8.11,45.00,0.13,0.11,3.56,9.69,10.45,18.28,1.29,8.57,46.19,6.85
1444,力麗,37.48,188.58,111.69,48.51,-3.58,11.80,30.93,3.05,119.67,1.18,0.42,-1.32,-2.61,-3.59,-3.86,-0.28,24.06,71.81,5.04
1445,大宇,13.23,402.19,630.04,520.75,742.11,7.27,50.20,3.20,114.06,2.06,0.45,38.57,46.61,80.82,72.98,7.72,-7.98,-18.50,-0.54
1446,宏和,67.15,"148,592.13",132.21,10.13,6.60,58.64,6.22,12.12,30.11,550.19,0.12,2.77,7.42,9.62,19.18,0.80,17.00,-40.40,36.29
1447,力鵬,47.47,241.28,128.85,90.25,-3.59,11.46,31.84,10.21,35.74,5.57,1.53,-1.78,-4.26,-5.51,-1.46,-0.51,12.60,70.00,3.39
1449,佳和,72.00,822.24,101.71,27.30,2.30,17.06,21.39,1.21,301.65,5.99,0.43,2.57,4.58,15.66,2.84,0.61,8.75,7.18,8.25
1451,年興,14.01,581.21,679.05,385.00,-63.93,4.19,87.11,2.64,138.25,4.80,0.73,-4.16,-5.00,-19.65,-5.75,-1.83,74.89,49.76,1.12
1452,宏益,5.66,566.96,"1,739.47","1,530.23","4,657.09",5.12,71.28,4.13,88.37,2.34,0.41,1.80,1.92,3.86,4.35,0.39,315.00,173.24,6.48
1453,大將,30.09,"1,647.23",405.62,132.60,21.51,無,無,0.12,"3,041.66",2.09,0.10,3.23,4.29,6.13,29.81,0.57,-12.87,-54.28,-3.63
1454,台富,21.67,214.83,295.59,169.76,852.66,11.57,31.54,1.99,183.41,1.97,0.74,1.05,1.22,1.26,1.29,0.16,0.33,1.04,0.04
1455,集盛,38.83,164.36,164.20,90.59,-7.65,7.10,51.40,3.97,91.93,1.66,0.79,-2.18,-3.72,-5.68,-3.10,-0.45,-14.63,88.94,2.28
1456,怡華,87.17,"6,874.27",123.27,6.62,105.11,51.88,7.03,0.13,"2,807.69",27.11,0.15,2.59,0.33,1.98,0.30,0.05,無,3.91,無
1457,宜進,53.14,617.56,156.20,137.73,7.05,6.11,59.73,4.69,77.82,1.01,0.15,6.19,11.60,42.66,34.63,2.55,13.54,36.39,-2.88
1459,聯發,39.17,172.98,115.65,99.48,141.17,8.43,43.29,5.43,67.21,0.59,0.24,1.39,0.84,0.66,1.96,0.07,2.63,10.58,0.52
1460,宏遠,52.47,135.27,120.41,28.19,-5.09,7.92,46.08,1.35,270.37,1.48,0.57,-7.76,-18.76,-16.72,-15.46,-1.80,31.97,30.66,14.33
1463,強盛,19.10,535.81,357.61,223.59,0.00,4.73,77.16,0.66,553.03,0.75,0.12,3.87,4.57,6.98,30.88,0.65,12.97,56.34,-0.95
1464,得力,63.18,166.83,145.88,69.99,1.81,6.05,60.33,2.34,155.98,1.87,0.59,1.85,2.06,4.67,1.18,0.13,19.10,59.49,6.26
1465,偉全,15.06,409.71,314.68,223.52,"28,411.59",7.13,51.19,2.15,169.76,1.38,0.30,2.93,3.46,5.66,9.90,0.56,48.46,239.40,0.97
1466,聚隆,58.04,145.58,177.50,72.60,-3.32,6.47,56.41,2.96,123.31,1.37,0.71,-3.37,-9.96,-14.65,-6.17,-1.36,-2.25,66.61,-0.29
1467,南緯,64.89,276.53,137.80,103.31,0.44,6.30,57.93,3.48,104.88,2.39,0.54,-0.83,-5.40,-2.86,-3.63,-0.71,7.17,137.64,3.56
1468,昶和,54.53,225.85,136.81,47.67,3.35,13.46,27.11,0.96,380.20,1.48,0.38,2.96,4.68,4.38,5.32,0.17,-3.07,9.66,-1.56
1470,大統新創,13.98,245.43,440.16,338.17,65.00,10.63,34.33,3.14,116.24,1.63,0.57,4.37,5.04,6.67,7.53,0.58,97.18,104.10,5.91
1471,首利,9.23,"3,513.99","1,212.92","1,146.13",-95.01,4.11,88.80,2.46,148.37,5.83,0.15,-2.52,-2.80,-2.84,-16.82,-0.29,88.56,-235.33,6.25
1472,三洋實業,46.60,"1,532.78",180.25,168.08,9.46,53.65,6.80,無,無,19.45,0.72,5.76,12.91,35.74,7.29,4.27,15.36,-21.47,8.16
1473,台南,31.93,389.59,217.80,134.32,22.62,5.45,66.97,4.69,77.82,6.33,1.22,6.11,8.60,24.64,4.78,2.13,34.13,84.23,7.67
1474,弘裕,46.00,187.89,189.17,97.27,-0.64,4.85,75.25,2.93,124.57,1.85,0.70,-0.61,-2.08,-3.18,-1.62,-0.34,-11.76,63.80,-4.92
1475,業旺,21.78,"4,207,360.00",456.39,438.77,"15,860.78",3.10,117.74,15.98,22.84,"18,640.61",0.89,19.19,24.47,43.24,21.60,7.90,90.50,725.16,23.06
1476,儒鴻,19.36,209.57,286.11,211.23,"5,787.46",7.23,50.48,4.67,78.15,2.38,0.94,16.17,20.37,243.31,16.81,18.87,76.70,103.20,0.00
1477,聚陽,35.97,309.25,214.23,157.53,19.14,23.82,15.32,4.78,76.35,6.19,1.32,17.27,25.72,207.87,12.43,16.50,67.29,99.27,11.54
1503,士電,38.32,249.62,131.87,71.14,72.16,3.81,95.80,2.45,148.97,2.22,0.62,4.84,7.96,59.78,7.73,4.51,24.98,82.49,7.08
1504,東元,32.10,465.78,231.86,160.88,26.66,5.08,71.85,3.43,106.41,3.01,0.47,5.19,7.33,38.69,10.66,2.76,27.54,113.89,1.17
1506,正道,12.16,256.55,387.42,251.43,31.53,4.93,74.03,2.44,149.59,1.02,0.38,3.04,3.41,3.35,7.76,0.29,68.42,63.38,5.37
1512,瑞利,82.90,529.54,165.07,71.99,128.54,6.69,54.55,2.56,142.57,3.02,0.50,1.64,0.98,0.46,0.31,0.03,-40.33,-2.67,-4.70
1513,中興電,63.89,198.92,126.04,61.66,9.96,10.03,36.39,1.98,184.34,1.54,0.52,4.19,10.82,47.64,7.16,3.25,46.73,84.19,15.45
1514,亞力,57.85,342.35,152.81,94.73,17.93,2.37,154.00,2.99,122.07,5.93,0.89,7.61,17.73,37.08,8.09,3.08,0.00,26.97,0.00
1515,力山,58.51,115.91,99.98,85.08,13.77,7.43,49.12,8.45,43.19,2.03,0.79,3.97,8.48,23.02,4.64,1.70,40.08,119.14,32.30
1516,川飛,6.88,"1,013.04","1,313.54","1,313.54",76.35,3.16,115.50,無,無,19.13,1.47,2.31,2.93,4.25,1.55,0.34,-473.08,102.14,-37.77
1517,利奇,15.43,370.69,675.73,456.49,-653.59,2.62,139.31,1.49,244.96,1.65,0.38,-3.18,-3.96,-7.65,-8.36,-0.74,96.40,68.17,4.41
1519,華城,59.78,299.56,143.17,71.29,63.33,6.00,60.83,1.74,209.77,6.68,0.91,19.31,49.28,117.68,18.43,9.87,48.78,95.51,41.22
1521,大億,47.18,202.42,165.86,87.31,14.13,5.90,61.86,3.97,91.93,4.91,1.44,1.42,2.38,10.33,0.88,0.56,30.87,83.49,10.56
1522,堤維西,63.17,210.87,130.59,66.04,5.84,5.57,65.52,2.51,145.41,2.38,0.74,5.42,12.38,43.87,6.00,3.31,44.96,95.97,13.47
1524,耿鼎,49.40,140.41,180.19,113.10,"1,410.56",5.69,64.14,2.77,131.76,0.89,0.51,6.98,13.46,26.36,13.03,2.13,83.93,104.73,6.58
1525,江申,16.82,934.28,429.00,391.82,326.00,6.08,60.03,5.26,69.39,2.90,0.28,7.13,8.59,75.23,25.26,5.50,18.46,-34.17,-0.78
1526,日馳,47.77,275.96,442.31,100.23,4.23,10.82,33.73,0.52,701.92,1.28,0.36,2.18,3.22,10.37,4.57,0.76,-41.59,53.37,-7.00
1527,鑽全,10.67,538.39,764.46,660.09,0.00,5.29,68.99,2.38,153.36,3.16,0.52,6.93,7.87,34.31,13.30,2.67,78.55,130.81,1.28
1528,恩德,55.10,304.26,156.08,97.23,0.99,3.75,97.33,1.99,183.41,3.92,0.70,0.18,-1.19,-0.02,-0.77,-0.08,-5.34,"-5,121.26",-4.45
1529,樂事綠能,41.73,183.25,233.73,187.15,781.00,11.84,30.82,3.20,114.06,0.24,0.24,1.18,7.93,10.25,19.27,0.91,37.17,43.45,3.67
1530,亞崴,43.18,196.89,155.93,94.79,8.18,3.30,110.60,1.31,278.62,1.33,0.37,3.40,5.81,24.34,8.06,2.18,16.38,150.81,5.37
1531,高林股,13.92,434.65,796.73,506.96,9.31,2.06,177.18,1.08,337.96,1.54,0.32,0.39,0.38,-2.28,0.99,0.08,80.93,112.07,2.94
1532,勤美,68.26,269.27,139.70,49.75,360.48,4.70,77.65,0.60,608.33,1.66,0.33,3.06,7.73,42.87,7.43,2.56,11.32,54.74,6.98
1533,車王電,67.49,251.95,188.44,112.73,-1.73,5.79,63.03,1.57,232.48,1.74,0.49,-1.95,-5.11,-21.19,-5.53,-1.31,0.00,0.00,-8.09
1535,中宇,46.51,614.62,149.82,77.99,507.54,12.60,28.96,0.40,912.50,16.38,1.43,8.08,15.53,55.43,5.71,4.50,-14.70,168.13,-22.87
1536,和大,60.40,114.46,114.37,59.79,2.55,2.36,154.66,1.55,235.48,0.47,0.29,2.10,3.64,12.97,4.92,1.17,13.63,21.70,1.91
1537,廣隆,26.32,682.81,441.27,265.36,"4,069.29",8.07,45.22,2.53,144.26,9.07,1.11,10.62,14.35,105.59,9.49,7.43,93.26,126.92,2.28
1538,正峰,34.10,443.84,257.86,217.49,-15.71,5.44,67.09,3.03,120.46,5.44,0.62,-8.63,-20.25,-5.18,-14.53,-0.64,29.14,-118.67,10.15
1539,巨庭,37.19,162.40,224.34,155.24,10.62,12.40,29.43,2.91,125.42,1.30,0.59,2.73,3.86,13.32,4.11,0.96,40.40,47.89,3.26
1540,喬福,16.63,478.23,494.49,407.82,0.00,14.05,25.97,0.88,414.77,1.90,0.35,6.70,7.83,16.91,19.08,1.30,51.97,71.29,5.98
1541,錩泰,51.95,309.67,175.02,97.48,8.74,3.01,121.26,2.18,167.43,5.34,0.89,3.43,6.08,18.55,3.40,1.46,12.09,85.37,10.02
1558,伸興,28.21,264.00,274.56,215.49,33.98,4.21,86.69,3.68,99.18,2.09,0.60,5.12,7.25,105.61,8.33,3.81,100.23,105.49,15.55
1560,中砂,34.38,179.57,179.59,92.72,"2,581.18",5.89,61.96,2.38,153.36,1.45,0.66,9.24,13.72,73.16,13.51,5.91,57.28,88.96,5.73
1563,巧新,55.48,163.81,233.16,63.88,5.09,8.32,43.87,0.87,419.54,0.91,0.45,4.28,8.10,35.56,7.82,2.88,41.39,60.87,6.13
1568,倉佑,30.22,188.60,277.91,206.84,23.13,3.73,97.85,1.74,209.77,0.97,0.43,10.16,15.78,24.22,22.94,2.67,62.39,254.73,8.15
1582,信錦,41.59,361.94,196.69,177.04,"1,895.83",3.69,98.91,7.16,50.97,4.18,0.73,5.73,9.87,71.78,7.27,5.12,26.31,108.53,9.37
1583,程泰,45.91,242.06,168.19,100.91,12.16,3.29,110.94,1.11,328.82,1.63,0.37,6.24,11.66,89.13,15.34,6.46,23.58,284.95,10.39
1587,吉茂,58.85,145.52,123.82,72.31,2.87,5.14,71.01,1.94,188.14,1.86,0.65,2.05,3.03,8.47,1.98,0.61,23.87,74.42,-2.11
1589,永冠-KY,65.20,149.33,136.93,99.20,-0.08,2.40,152.08,3.38,107.98,0.81,0.37,-0.09,-3.27,-3.43,-3.19,-2.35,-6.73,3.83,-2.41
1590,亞德客-KY,26.62,149.18,181.02,136.00,"4,857.89",3.15,115.87,2.33,156.65,1.04,0.53,12.63,17.09,444.85,23.35,34.83,61.08,92.18,11.82
1597,直得,40.74,170.04,278.25,170.18,657.04,3.75,97.33,0.84,434.52,0.57,0.27,2.67,4.11,16.02,9.12,1.12,-3.23,87.89,-4.22
1598,岱宇,67.73,191.90,125.29,63.08,-0.73,7.18,50.83,1.87,195.18,2.09,0.67,-0.28,-2.50,-10.62,-1.42,-0.88,15.11,82.01,8.84
1603,華電,36.64,220.27,187.09,105.33,18.56,3.05,119.67,2.22,164.41,1.22,0.39,5.15,7.65,30.81,11.83,2.99,-14.97,7.61,-6.53
1604,聲寶,45.33,127.81,78.53,40.05,22.23,9.95,36.68,4.20,86.90,1.47,0.60,5.46,9.15,21.98,8.72,2.00,15.87,29.91,2.21
1605,華新,42.01,275.87,155.14,76.59,448.28,10.05,36.31,5.02,72.70,2.64,0.72,2.92,4.11,18.45,3.12,1.32,44.81,56.72,7.71
1608,華榮,34.70,300.26,189.10,78.60,"1,871.61",6.13,59.54,2.19,166.66,3.03,0.72,7.37,11.23,16.26,9.66,2.23,27.44,31.13,4.13
1609,大亞,64.50,216.04,143.88,96.18,637.74,6.86,53.20,3.92,93.11,1.89,0.61,8.53,21.64,48.58,11.84,3.91,20.81,14.41,7.66
1611,中電,20.83,846.46,253.08,201.82,14.17,5.14,71.01,2.04,178.92,2.06,0.25,2.93,3.50,4.76,10.98,0.46,25.71,93.28,3.30
1612,宏泰,11.10,583.21,652.47,423.68,550.05,6.22,58.68,2.97,122.89,4.71,0.74,7.54,8.58,23.94,10.15,1.99,46.26,34.40,-1.23
1614,三洋電,18.92,157.91,304.60,159.75,210.01,16.32,22.36,3.31,110.27,1.41,0.80,4.73,5.79,14.46,5.88,1.24,89.81,98.77,5.63
1615,大山,34.40,253.65,184.37,126.57,49.41,4.95,73.73,6.20,58.87,4.06,1.20,12.99,19.05,39.31,10.62,3.21,18.96,59.14,0.67
1616,億泰,43.81,264.48,183.09,95.39,7.90,5.30,68.86,3.01,121.26,5.35,1.23,7.94,12.78,15.66,5.49,1.19,27.46,101.57,19.01
1617,榮星,36.57,217.58,222.47,184.69,2.00,4.24,86.08,7.87,46.37,2.55,0.87,0.53,0.10,0.64,0.08,0.09,16.95,76.58,2.94
1618,合機,18.01,336.98,265.62,153.72,110.41,6.20,58.87,3.50,104.28,3.48,0.82,7.11,8.27,24.92,8.63,2.01,-21.52,-9.68,-6.78
1626,艾美特-KY,61.98,132.77,106.09,59.48,2.11,5.16,70.73,3.04,120.06,3.33,1.04,0.67,0.84,2.60,0.32,0.17,12.94,194.16,16.73
1701,中化,41.93,229.89,164.55,86.88,7.57,3.86,94.55,2.14,170.56,2.08,0.67,2.89,4.34,13.12,3.77,1.08,17.74,80.30,2.83
1702,南僑,58.58,183.34,182.17,141.86,9.44,10.28,35.50,4.64,78.66,1.90,0.74,4.57,9.96,60.39,5.47,4.20,35.12,113.76,7.86
1707,葡萄王,25.03,157.38,165.56,144.94,"1,049.31",37.68,9.68,2.93,124.57,1.43,0.70,14.03,18.81,179.60,20.14,9.81,69.07,118.81,5.65
1708,東鹼,51.32,103.81,97.78,81.83,1.04,7.80,46.79,5.46,66.84,0.63,0.45,1.12,-0.42,0.53,-1.48,-0.11,25.79,95.82,0.87
1709,和益,31.73,258.49,191.10,74.12,11.49,7.99,45.68,2.33,156.65,2.56,0.74,3.54,4.90,10.39,4.37,0.88,28.78,81.92,0.00
