股票代碼,日期,成交仟股,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
6588,113/05/09,23,860,36.70,38.00,36.70,36.90,0.1,31
6588,113/05/10,50,"1,834",37.00,37.00,35.60,35.60,-1.3,121
6588,113/05/13,39,"1,389",35.60,35.95,35.20,35.95,0.35,60
6589,113/04/15,"1,369","113,505",85.30,85.30,82.10,82.30,-3.0,"1,333"
6589,113/04/16,"1,578","125,423",82.00,82.20,78.70,79.10,-3.2,"1,352"
6589,113/04/17,600,"48,643",79.20,81.90,79.20,81.30,2.2,753
6589,113/04/18,366,"29,412",81.00,81.00,79.80,80.60,-0.7,710
6589,113/04/19,"1,068","83,303",80.00,80.10,76.50,77.00,-3.6,"1,028"
6589,113/04/22,552,"42,827",77.00,78.60,77.00,77.40,0.4,448
6589,113/04/23,318,"24,739",77.70,78.30,77.30,78.20,0.8,284
6589,113/04/24,445,"35,111",78.30,79.30,78.20,79.00,0.8,330
6589,113/04/25,319,"25,127",79.20,79.50,78.40,78.70,-0.3,399
6589,113/04/26,312,"24,527",78.70,79.10,78.40,78.70,0.0,298
6589,113/04/29,555,"44,556",78.80,81.10,78.80,81.10,2.4,453
6589,113/04/30,304,"24,754",81.90,81.90,80.40,81.60,0.5,288
6589,113/05/02,363,"29,438",81.30,82.00,80.50,80.70,-0.9,300
6589,113/05/03,194,"15,692",81.70,81.70,80.50,80.50,-0.2,202
6589,113/05/06,204,"16,478",81.00,81.50,80.30,80.40,-0.1,203
6589,113/05/07,342,"27,117",81.00,81.20,78.90,79.30,-1.1,359
6589,113/05/08,274,"21,897",79.30,80.30,79.30,80.20,0.9,237
6589,113/05/09,445,"36,002",80.40,81.70,80.00,80.00,-0.2,400
6589,113/05/10,293,"23,305",80.10,80.20,79.00,79.90,-0.1,241
6589,113/05/13,259,"20,735",80.60,80.60,79.70,80.20,0.3,257
6590,113/04/15,50,"4,552",90.20,92.00,90.00,91.10,0.3,80
6590,113/04/16,86,"7,674",91.00,91.00,87.50,88.00,-3.1,171
6590,113/04/17,27,"2,443",90.00,90.40,88.80,89.80,1.8,57
6590,113/04/18,30,"2,741",89.80,90.50,89.50,90.40,0.6,38
6590,113/04/19,29,"2,585",90.40,90.70,87.70,88.70,-1.7,72
6590,113/04/22,21,"1,842",90.00,90.00,88.60,88.90,0.2,42
6590,113/04/23,9,799,89.00,89.00,88.60,88.90,0.0,24
6590,113/04/24,8,698,88.70,89.50,88.70,89.50,0.6,27
6590,113/04/25,14,"1,233",89.30,89.50,89.20,89.50,0.0,38
6590,113/04/26,16,"1,458",90.00,90.00,89.30,89.40,-0.1,29
6590,113/04/29,15,"1,336",89.50,91.00,89.50,90.00,0.6,33
6590,113/04/30,31,"2,791",90.00,90.00,89.10,89.40,-0.6,46
6590,113/05/02,26,"2,295",89.50,90.60,89.10,90.00,0.6,45
6590,113/05/03,19,"1,670",90.00,90.40,90.00,90.00,0.0,34
6590,113/05/06,22,"1,944",89.80,89.90,89.20,89.50,-0.5,33
6590,113/05/07,35,"3,167",89.60,91.30,89.30,90.00,0.5,51
6590,113/05/08,12,"1,089",90.00,90.50,89.40,89.40,-0.6,18
6590,113/05/09,30,"2,689",89.30,89.30,88.80,88.80,-0.6,39
6590,113/05/10,13,"1,175",88.80,89.80,88.70,88.70,-0.1,34
6590,113/05/13,27,"2,411",88.60,88.70,88.30,88.30,-0.4,32
6593,113/04/15,464,"64,603",141.50,142.50,138.00,138.50,-4.0,797
6593,113/04/16,"1,087","138,846",134.00,135.50,125.00,128.50,-10.0,"1,402"
6593,113/04/17,427,"56,034",129.00,133.50,129.00,130.00,1.5,597
6593,113/04/18,"1,144","160,769",131.50,143.00,131.50,143.00,13.0,"1,518"
6593,113/04/19,999,"140,193",145.00,146.00,135.00,137.50,-5.5,"1,797"
6593,113/04/22,336,"46,901",139.00,141.50,137.00,139.50,2.0,826
6593,113/04/23,438,"62,111",142.00,146.00,139.00,143.50,4.0,"1,000"
6593,113/04/24,342,"48,660",143.50,145.00,139.50,144.00,0.5,906
6593,113/04/25,223,"31,472",143.50,143.50,140.00,142.00,-2.0,566
6593,113/04/26,220,"30,813",142.00,142.00,138.50,141.00,-1.0,850
6593,113/04/29,257,"35,529",142.00,142.00,136.50,139.00,-2.0,"1,075"
6593,113/04/30,144,"19,704",138.00,138.50,136.00,136.00,-3.0,582
6593,113/05/02,105,"14,117",135.50,136.50,133.50,135.50,-0.5,490
6593,113/05/03,207,"27,888",138.50,138.50,132.50,132.50,-3.0,816
6593,113/05/06,199,"27,009",135.00,138.00,132.50,135.50,3.0,441
6593,113/05/07,200,"26,674",137.50,137.50,131.50,132.50,-3.0,"1,034"
6593,113/05/08,515,"66,636",131.00,133.00,126.00,131.50,-1.0,"1,252"
6593,113/05/09,346,"43,993",131.00,131.00,126.00,126.00,-5.5,890
6593,113/05/10,308,"38,087",125.00,125.00,122.50,124.00,-2.0,703
6593,113/05/13,606,"71,380",124.00,124.00,116.00,116.00,-8.0,"1,278"
6596,113/04/15,"1,178","88,002",73.50,79.00,72.80,73.60,0.1,"1,427"
6596,113/04/16,898,"66,556",73.60,75.10,72.50,74.70,1.1,946
6596,113/04/17,"1,322","102,078",75.30,78.50,75.30,77.50,2.8,"1,400"
6596,113/04/18,"1,113","87,809",77.20,80.50,77.10,78.90,1.4,"1,046"
6596,113/04/19,959,"73,677",79.20,79.40,74.70,76.00,-2.9,"1,603"
6596,113/04/22,749,"57,687",77.00,78.10,75.00,76.90,0.9,"1,053"
6596,113/04/23,"2,850","235,726",76.80,84.50,76.80,84.50,7.6,"1,987"
6596,113/04/24,"3,646","313,218",88.00,89.50,83.60,85.00,0.5,"3,265"
6596,113/04/25,"1,658","143,039",84.80,88.80,84.00,85.50,0.5,"1,594"
6596,113/04/26,"1,123","97,220",86.10,87.90,84.50,87.80,2.3,"1,272"
6596,113/04/29,"1,428","125,813",91.00,91.00,86.00,86.50,-1.3,"1,450"
6596,113/04/30,"1,126","94,651",86.60,86.60,82.20,83.60,-2.9,"1,336"
6596,113/05/02,539,"44,979",83.60,84.40,82.30,83.80,0.2,638
6596,113/05/03,937,"77,145",84.50,85.00,79.80,80.20,-3.6,880
6596,113/05/06,622,"50,987",81.10,83.00,80.80,82.50,2.3,527
6596,113/05/07,"1,454","124,245",83.80,87.90,83.40,87.90,5.4,"1,427"
6596,113/05/08,"2,826","224,248",80.00,80.70,79.20,79.20,-8.7,"2,618"
6596,113/05/09,"1,544","118,079",78.60,79.00,75.00,75.40,-3.8,"1,615"
6596,113/05/10,672,"51,194",75.40,77.60,75.20,75.80,0.4,564
6596,113/05/13,743,"54,376",73.10,74.00,72.50,73.80,-2.0,714
6603,113/04/15,"3,356","59,664",17.60,18.00,17.55,17.60,0.2,"1,821"
6603,113/04/16,"1,390","23,506",17.40,17.45,16.70,16.80,-0.8,"1,081"
6603,113/04/17,745,"12,730",16.75,17.25,16.75,17.10,0.3,738
6603,113/04/18,"1,011","17,587",17.10,17.60,17.10,17.45,0.35,704
6603,113/04/19,"1,006","17,204",17.30,17.40,16.65,17.05,-0.4,517
6603,113/04/22,998,"17,309",17.30,17.60,17.05,17.20,0.15,497
6603,113/04/23,428,"7,405",17.40,17.55,17.15,17.20,0.0,261
6603,113/04/24,530,"9,190",17.40,17.45,17.25,17.40,0.2,304
6603,113/04/25,894,"15,606",17.40,17.65,17.20,17.40,0.0,479
6603,113/04/26,"1,474","25,764",17.45,17.80,17.20,17.65,0.25,672
6603,113/04/29,"1,431","25,190",17.85,17.90,17.40,17.40,-0.25,667
6603,113/04/30,423,"7,320",17.50,17.50,17.25,17.25,-0.15,257
6603,113/05/02,387,"6,666",17.40,17.40,17.20,17.25,0.0,193
6603,113/05/03,671,"11,546",17.25,17.35,17.05,17.35,0.1,367
6603,113/05/06,642,"11,212",17.40,17.60,17.25,17.55,0.2,379
6603,113/05/07,431,"7,524",17.65,17.65,17.35,17.35,-0.2,361
6603,113/05/08,387,"6,696",17.35,17.40,17.20,17.20,-0.15,227
6603,113/05/09,965,"16,281",17.15,17.20,16.65,16.65,-0.55,599
6603,113/05/10,408,"6,822",16.70,16.90,16.60,16.85,0.2,232
6603,113/05/13,746,"12,339",16.60,16.70,16.45,16.50,-0.35,527
6609,113/04/15,75,"2,621",35.20,35.20,34.85,34.90,-0.4,86
6609,113/04/16,206,"6,971",34.75,34.75,33.40,33.90,-1.0,239
6609,113/04/17,52,"1,786",34.40,34.85,34.30,34.35,0.45,57
6609,113/04/18,313,"11,142",34.80,36.35,34.75,35.55,1.2,272
6609,113/04/19,121,"4,212",35.40,35.80,34.00,34.95,-0.6,203
6609,113/04/22,72,"2,505",34.95,35.00,34.55,34.55,-0.4,99
6609,113/04/23,44,"1,518",34.50,34.50,34.25,34.50,-0.05,60
6609,113/04/24,97,"3,361",34.50,34.85,34.30,34.60,0.1,72
6609,113/04/25,52,"1,814",34.45,35.00,34.45,34.70,0.1,67
6609,113/04/26,78,"2,716",35.00,35.05,34.45,34.50,-0.2,111
6609,113/04/29,61,"2,109",34.70,34.75,34.45,34.60,0.1,73
6609,113/04/30,71,"2,490",34.75,35.15,34.50,35.05,0.45,78
6609,113/05/02,126,"4,438",35.05,35.60,35.05,35.45,0.4,191
6609,113/05/03,125,"4,490",35.75,36.10,35.30,35.30,-0.15,133
6609,113/05/06,126,"4,475",35.35,35.95,35.35,35.90,0.6,118
6609,113/05/07,263,"9,575",36.30,37.35,35.80,35.80,-0.1,273
6609,113/05/08,154,"5,433",35.30,35.55,35.00,35.30,-0.5,146
6609,113/05/09,168,"6,000",35.10,36.40,35.05,35.45,0.15,127
6609,113/05/10,176,"6,269",35.85,35.85,35.40,35.55,0.1,141
6609,113/05/13,112,"3,999",36.00,36.20,35.55,35.55,0.0,92
6612,113/04/15,76,"9,922",131.00,132.00,129.00,129.50,-3.5,270
6612,113/04/16,113,"14,506",128.00,132.00,126.00,127.00,-2.5,360
6612,113/04/17,0,0,--,--,--,--,0.0,0
6612,113/04/18,217,"30,256",139.50,139.50,135.00,139.50,12.5,259
6612,113/04/19,"1,379","199,670",144.00,152.50,133.50,137.50,-2.0,"1,822"
6612,113/04/22,"1,263","188,210",138.00,151.00,138.00,150.00,12.5,"1,142"
6612,113/04/23,789,"115,938",149.00,154.00,142.00,144.00,-6.0,"1,296"
6612,113/04/24,306,"43,721",144.00,146.50,140.00,140.50,-3.5,679
6612,113/04/25,274,"38,128",140.00,143.00,136.00,137.00,-3.5,371
6612,113/04/26,221,"29,794",138.50,138.50,133.00,133.00,-4.0,301
6612,113/04/29,77,"10,319",132.00,135.50,132.00,135.50,2.5,121
6612,113/04/30,53,"7,146",136.50,136.50,133.50,133.50,-2.0,93
6612,113/05/02,51,"6,854",134.50,134.50,132.50,134.00,0.5,67
6612,113/05/03,170,"22,138",129.00,132.00,129.00,131.00,-3.0,224
6612,113/05/06,85,"11,100",133.00,133.00,129.00,129.00,-2.0,338
6612,113/05/07,64,"8,207",129.50,130.00,128.00,130.00,1.0,322
6612,113/05/08,64,"8,441",131.00,133.00,130.50,132.50,2.5,97
6612,113/05/09,282,"35,379",130.00,130.00,123.00,123.50,-9.0,432
6612,113/05/10,97,"12,039",123.50,126.50,122.00,126.00,2.5,132
6612,113/05/13,47,"5,925",126.00,126.50,123.50,124.00,-2.0,160
6613,113/04/15,973,"215,705",222.50,228.00,216.00,217.00,-9.5,"1,483"
6613,113/04/16,"1,348","284,920",214.00,217.00,205.50,210.00,-7.0,"1,645"
6613,113/04/17,906,"193,016",215.00,218.00,209.50,211.00,1.0,"1,694"
6613,113/04/18,322,"67,765",211.00,213.50,204.50,212.50,1.5,892
6613,113/04/19,"1,118","224,482",205.00,207.50,194.50,199.50,-13.0,"2,117"
6613,113/04/22,511,"99,585",198.50,200.50,192.00,192.00,-7.5,"1,475"
6613,113/04/23,376,"74,399",194.00,200.00,194.00,199.50,7.5,785
6613,113/04/24,316,"64,769",203.00,208.00,203.00,204.50,5.0,"1,264"
6613,113/04/25,170,"34,725",203.00,206.00,203.00,204.00,-0.5,493
