股票代碼,公司簡稱,償債能力-流動比率(%),償債能力-速動比率(%),償債能力-利息保障倍數(%),經營能力-應收款項週轉率(次),經營能力-平均收現日數,經營能力-存貨週轉率(次),經營能力-平均售貨日數,經營能力-不動產、廠房及設備週轉率(次),經營能力-總資產週轉率(次),獲利能力-資產報酬率(%),獲利能力-權益報酬率(%),獲利能力-稅前純益佔實收資本比率(%),獲利能力-純益率(%),獲利能力-每股盈餘(元)
2706,第一店,"1,731.77","1,730.53",210.52,113.82,3.20,無,無,0.92,0.03,2.68,3.08,7.49,87.59,0.6
2707,晶華,163.86,160.89,38.16,32.78,11.13,36.50,10.00,3.37,0.64,14.85,31.63,149.81,22.57,11.11
2712,遠雄來,50.92,43.83,"1,202.41",55.20,6.61,22.51,16.21,0.41,0.36,2.93,3.96,5.75,7.47,0.47
2722,夏都,130.28,123.32,11.41,70.56,5.17,36.53,9.99,0.61,0.26,2.96,3.69,8.29,10.35,0.69
2723,美食-KY,135.44,114.25,758.06,62.10,5.87,9.15,39.89,3.04,1.05,4.29,6.83,58.56,3.64,4.2
2727,王品,115.19,90.08,"1,606.88",43.19,8.45,5.93,61.55,9.45,1.40,9.69,36.34,204.71,6.18,16.79
2731,雄獅,142.28,98.56,56.51,38.70,9.43,5.97,61.13,51.07,2.71,18.38,54.64,162.93,6.67,15.21
2739,寒舍,51.35,45.74,338.85,45.52,8.01,35.56,10.26,4.99,0.35,4.09,43.47,46.61,8.57,4.52
2748,雲品,245.90,181.31,15.27,35.20,10.36,5.78,63.14,1.18,0.48,6.16,11.67,33.53,12.00,2.76
2753,八方雲集,133.51,110.94,22.25,48.40,7.54,20.18,18.08,3.59,1.22,9.36,15.79,101.92,7.33,8.35
2762,世界健身-KY,25.81,23.53,3.09,64.34,5.67,0.54,675.92,1.67,0.54,3.01,14.2,44.39,3.70,3.5
2801,彰銀,無,無,無,無,無,無,無,1.83,0.01,0.46,7.27,14.95,33.66,1.2
2809,京城銀,無,無,無,無,無,無,無,2.08,0.03,1.62,13.42,66.22,62.25,5.59
2812,台中銀,無,無,無,無,無,無,無,1.02,0.02,0.81,9.36,15.75,38.98,1.31
2816,旺旺保,無,無,無,無,無,無,無,7.89,0.53,6.31,22.01,58.57,11.79,5.37
2820,華票,無,無,無,無,無,無,無,13.90,0.01,0.60,5.49,11.34,63.82,0.96
2832,台產,無,無,無,無,無,無,無,18.30,0.31,4.48,9.26,32.53,14.45,2.7
2834,臺企銀,無,無,無,無,無,無,無,無,1.49,0.49,9.43,15.11,33.11,1.29
2836,高雄銀,無,無,無,無,無,無,無,無,0.01,0.30,5.0,9.46,22.64,0.7
2838,聯邦銀,227.29,無,無,無,無,無,無,1.28,0.02,0.47,6.75,13.15,24.09,1.02
2845,遠東銀,無,無,無,無,無,無,無,2.58,0.02,0.54,7.33,11.57,32.63,1.03
2849,安泰銀,無,無,無,無,無,無,無,無,1.70,0.32,3.32,6.39,18.91,0.56
2850,新產,無,無,無,無,無,無,無,17.09,0.42,6.40,17.91,111.49,14.62,9.22
2851,中再保,無,無,無,無,無,無,無,72.64,0.41,4.01,11.59,31.17,9.51,2.61
2852,第一保,無,無,無,無,無,無,無,11.52,0.40,3.45,8.11,25.05,8.60,2.11
2855,統一證,121.21,121.16,無,無,無,無,無,無,無,3.09,9.33,22.08,30.28,1.98
2867,三商壽,無,無,無,無,無,無,無,無,無,-0.62,-27.67,-25.37,-7.72,-2.11
2880,華南金,無,無,無,無,無,無,無,183.83,1.59,0.58,11.01,19.20,36.35,1.58
2881,富邦金,無,無,無,無,無,無,無,無,0.02,0.60,9.36,50.94,38.76,4.8
2882,國泰金,"1,866.56",無,無,無,無,無,無,2.79,0.02,0.81,7.34,36.09,16.94,3.24
2883,開發金,無,無,無,無,無,無,無,1.26,0.01,0.53,8.03,11.17,47.91,1.13
2884,玉山金,無,無,無,無,無,無,無,1.92,0.02,0.61,10.03,16.93,32.61,1.41
2885,元大金,186.60,無,無,無,無,無,無,1.97,0.03,1.71,9.74,26.78,29.08,2.09
2886,兆豐金,無,無,無,無,無,無,無,無,無,0.79,10.46,26.37,43.00,2.37
2887,台新金,無,無,無,無,無,無,無,無,0.02,0.50,7.78,13.05,20.89,1.01
2888,新光金,無,無,無,無,無,無,無,0.64,0.01,-0.15,-3.2,-8.05,-28.83,-0.48
2889,國票金,無,無,無,無,無,無,無,無,0.02,1.73,5.47,9.14,35.06,0.58
2890,永豐金,無,無,無,無,無,無,無,4.06,0.02,2.26,11.55,18.63,36.67,1.62
2891,中信金,無,無,無,無,無,無,無,無,0.02,0.72,13.83,33.26,42.16,2.82
2892,第一金,無,無,無,無,無,無,無,無,無,0.52,9.51,20.75,33.40,1.65
2897,王道銀行,82.85,無,無,無,無,無,無,無,0.02,0.57,6.09,13.28,35.90,0.87
2901,欣欣,744.42,732.72,364.39,20.56,17.75,5.47,66.72,0.35,0.13,2.96,3.39,5.07,22.22,0.41
2903,遠百,54.03,49.19,6.37,27.66,13.19,7.06,51.69,1.11,0.28,3.62,10.15,36.51,10.78,1.95
2904,匯僑,83.12,76.59,698.64,9.09,40.15,無,無,0.34,0.21,3.69,5.44,10.39,14.77,0.84
2905,三商,863.89,無,無,無,無,無,無,3.75,0.11,-0.55,-21.3,-104.63,-5.12,-3.09
2906,高林,170.45,110.79,8.63,4.17,87.52,4.00,91.25,2.32,0.73,3.62,5.63,23.18,4.35,0.57
2908,特力,119.64,69.98,1.44,6.73,54.23,3.55,102.81,6.40,0.94,2.01,3.83,5.12,0.79,0.52
2910,統領,116.03,89.89,602.58,23.07,15.82,0.65,561.53,0.32,0.12,4.28,8.23,13.25,29.95,1.17
2911,麗嬰房,90.46,41.91,-586.00,8.42,43.34,1.67,218.56,6.82,0.74,-11.20,-46.1,-36.71,-17.03,-3.83
2912,統一超,87.13,64.14,12.86,無,無,9.26,39.41,8.82,1.29,5.60,27.08,157.34,3.99,10.21
2913,農林,253.71,39.55,-1.36,11.38,32.07,0.25,"1,460.00",0.06,0.01,-0.86,-2.23,-3.70,-75.74,-0.36
2915,潤泰全,426.14,397.77,27.48,14.68,24.86,3.33,109.60,1.92,0.02,7.16,8.4,69.41,282.57,7.19
2923,鼎固-KY,272.99,70.54,237.65,26.65,13.69,0.11,"3,318.18",14.97,0.10,1.46,1.13,25.76,4.82,0.32
2929,淘帝-KY,395.52,367.31,無,2.49,146.58,283.17,1.28,"48,207.60",0.56,-1.51,-2.38,-2.30,-2.86,-0.63
2939,永邑-KY,"1,662.92","1,632.07","-7,095.21",2.48,147.17,66.79,5.46,92.16,0.40,-7.92,-8.9,-15.50,-19.82,-1.76
2945,三商家購,110.36,45.36,5.27,143.59,2.54,6.08,60.03,11.78,2.42,1.77,4.4,15.85,0.59,1.5
3406,玉晶光,170.92,149.38,28.77,4.21,86.69,4.80,76.04,1.08,0.54,8.03,15.13,398.91,14.23,27.25
3413,京鼎,405.07,324.85,"12,028.28",14.80,24.66,2.93,124.57,3.57,0.67,10.36,17.75,258.52,15.25,20.48
3416,融程電,288.47,220.59,170.94,6.12,59.64,2.79,130.82,2.74,0.68,13.31,18.05,79.18,19.47,6.62
3419,譁裕,263.94,213.49,-832.07,2.24,162.94,4.12,88.59,1.81,0.61,-5.04,-9.0,-10.18,-8.97,-1.0
3432,台端,"1,429.52","1,418.71",-27.60,4.83,75.56,5.16,70.73,0.25,0.05,-6.62,-8.06,-5.46,-130.49,-0.06
3437,榮創,319.63,290.43,-21.87,3.68,99.18,6.32,57.75,2.58,0.60,-4.34,-5.76,-9.56,-5.14,-0.7
3443,創意,177.44,108.74,755.96,10.52,34.69,3.20,114.06,43.56,1.24,16.62,39.54,310.07,13.37,26.18
3447,展達,154.76,92.90,-2.96,3.19,114.42,2.21,165.15,10.97,0.88,-1.74,-5.47,-5.85,-2.30,-0.86
3450,聯鈞,212.62,179.35,35.81,5.35,68.22,7.39,49.39,1.18,0.60,1.44,2.16,18.35,2.44,-0.52
3454,晶睿,192.10,122.63,36.04,6.09,59.93,3.02,120.86,9.30,1.36,7.83,14.18,66.43,5.58,5.65
3481,群創,152.64,108.70,-8.60,6.60,55.30,5.36,68.09,1.34,0.57,-4.65,-7.72,-18.02,-8.78,-2.01
3494,誠研,40.82,10.66,-4.92,25.20,14.48,2.21,165.15,0.50,0.33,-11.85,-38.2,-18.43,-41.05,-1.52
3501,維熹,580.87,384.23,228.88,3.19,114.42,1.82,200.54,2.78,0.63,6.01,7.73,58.44,9.52,4.29
3504,揚明光,173.57,136.24,-12.80,5.26,69.39,4.75,76.84,1.55,0.58,-5.27,-9.12,-25.31,-9.55,-2.52
3515,華擎,251.89,130.39,216.94,10.60,34.43,2.11,172.98,46.72,1.30,6.34,11.27,100.12,4.84,7.54
3518,柏騰,395.27,381.14,3.60,1.37,266.42,13.90,26.25,1.64,0.23,-2.76,-3.68,1.45,-13.05,-0.59
3528,安馳,135.86,52.05,2.07,4.08,89.46,4.29,85.08,246.81,0.96,3.36,5.82,22.18,1.74,1.65
3530,晶相光,509.18,197.94,"-3,026.96",41.06,8.88,0.87,419.54,43.81,0.49,-8.14,-11.45,-44.40,-17.24,-3.7
3532,台勝科,139.07,91.41,119.80,4.85,75.25,2.72,134.19,0.57,0.35,8.19,13.76,110.91,23.25,8.92
3533,嘉澤,380.41,340.14,"10,674.66",2.40,152.08,3.66,99.72,2.72,0.68,15.85,22.11,674.65,22.84,50.65
3535,晶彩科,371.80,298.01,-0.53,1.37,266.42,1.23,296.74,1.08,0.24,-1.47,-2.85,-1.34,-7.40,-0.42
3543,州巧,314.42,290.23,10.96,2.95,123.72,11.75,31.06,2.97,0.68,1.34,2.83,11.26,1.61,0.88
3545,敦泰,273.21,212.30,859.61,9.70,37.62,2.58,141.47,5.48,0.69,2.04,3.99,19.54,2.60,1.74
3550,聯穎,116.87,98.38,-6.54,2.71,134.68,10.86,33.60,4.37,0.84,-7.48,-21.14,-40.54,-9.95,-4.14
3557,嘉威,102.64,66.03,981.89,4.83,75.56,2.68,136.19,5.34,0.96,8.78,16.25,62.52,8.13,4.81
3563,牧德,"1,036.37",980.79,228.62,1.62,225.30,2.42,150.82,7.25,0.36,8.52,10.07,87.06,23.44,8.21
3576,聯合再生,111.29,91.63,-12.85,6.48,56.32,3.17,115.14,1.17,0.40,-11.76,-25.93,-22.69,-31.28,-2.39
3583,辛耘,111.41,38.29,188.56,7.89,46.26,0.63,579.36,4.49,0.41,3.90,17.18,107.10,9.41,8.1
3588,通嘉,605.13,329.26,54.63,6.32,57.75,0.97,376.28,2.39,0.61,1.55,1.75,4.20,2.53,0.5
3591,艾笛森,282.77,230.96,4.77,3.88,94.07,4.37,83.52,1.21,0.52,1.43,1.55,3.44,2.24,0.35
3592,瑞鼎,234.04,205.57,189.58,6.13,59.54,4.54,80.39,44.66,0.89,7.05,11.94,203.90,7.86,19.02
3593,力銘,69.11,56.18,-1.85,2.96,123.31,8.25,44.24,2.16,0.61,-3.46,-13.95,-7.84,-7.93,-0.75
3596,智易,133.57,80.06,21.95,4.97,73.44,3.25,112.30,9.89,1.30,6.36,16.57,145.22,4.67,10.98
3605,宏致,132.41,105.04,-148.04,3.18,114.77,5.09,71.70,2.28,0.67,-1.43,-4.89,-20.06,-3.14,-1.98
3607,谷崧,216.77,183.72,-0.83,2.80,130.35,5.24,69.65,4.07,0.88,-0.69,-2.08,-3.32,-1.54,-0.36
3617,碩天,192.54,126.19,23.17,5.26,69.39,1.61,226.70,6.77,0.92,12.44,23.13,212.84,12.57,16.58
3622,洋華,"1,077.17","1,024.21","22,673.01",4.76,76.68,2.96,123.31,1.91,0.24,8.93,9.24,38.63,37.19,3.75
3645,達邁,106.10,62.61,-315.05,4.66,78.32,2.40,152.08,0.46,0.31,-2.51,-5.24,-10.71,-9.63,-1.06
3652,精聯,391.05,286.52,23.32,4.83,75.56,3.45,105.79,6.25,0.92,1.75,2.25,6.61,1.82,0.54
3653,健策,337.91,248.82,115.91,4.51,80.93,2.75,132.72,2.54,0.76,14.36,19.75,197.81,18.67,16.59
3661,世芯-KY,206.49,119.10,687.00,13.70,26.64,2.27,160.79,32.58,1.17,12.76,21.45,564.82,10.91,45.47
3665,貿聯-KY,232.48,155.44,393.98,5.45,66.97,2.99,122.07,4.55,0.94,6.42,9.81,210.79,4.53,14.37
3669,圓展,222.79,185.79,25.33,9.03,40.42,2.25,162.22,2.05,0.59,6.23,8.27,27.84,10.06,2.69
3673,TPK-KY,219.36,194.77,1.40,6.12,59.64,7.80,46.79,5.04,0.82,0.92,0.61,14.58,0.32,0.51
3679,新至陞,209.54,194.64,13.00,2.95,123.72,6.45,56.58,2.41,0.40,6.10,10.71,106.41,13.88,7.77
3686,達能,"10,335.80","10,325.93",-574.00,0.99,368.68,無,無,323.72,0.06,-4.03,-4.08,-3.84,-71.64,-0.38
3694,海華,180.71,121.35,27.41,5.33,68.48,4.30,84.88,9.79,1.71,6.16,11.97,22.12,3.50,2.18
3701,大眾控,256.16,169.71,"1,943.00",4.47,81.65,3.18,114.77,23.12,1.20,5.99,9.95,33.27,4.72,1.49
3702,大聯大,133.00,81.27,2.68,5.31,68.73,5.87,62.18,41.78,2.13,4.12,9.85,54.72,1.21,4.59
3703,欣陸,132.71,57.45,2.90,11.59,31.49,1.05,347.61,3.21,0.40,2.54,4.42,20.78,4.35,2.09
3704,合勤控,220.88,171.14,18.80,3.94,92.63,4.08,89.46,16.36,1.24,5.83,12.83,38.02,4.46,3.38
3705,永信,265.33,145.10,"3,324.44",4.12,88.59,1.48,246.62,1.94,0.60,7.70,11.16,42.69,12.40,3.11
3706,神達,171.93,121.93,17.47,5.99,60.93,3.41,107.03,4.74,0.40,2.17,2.92,16.58,5.02,1.48
3708,上緯投控,171.05,155.79,24.71,1.82,200.54,7.35,49.65,1.99,0.51,9.26,15.43,146.93,17.57,12.88
3711,日月光投控,117.54,87.47,7.83,5.43,67.21,6.65,54.88,2.18,0.85,5.61,10.52,97.14,5.77,7.18
3712,永崴投控,163.84,121.95,6.52,10.44,34.96,11.41,31.98,3.14,0.45,2.75,5.69,44.75,5.13,2.31
3714,富采,280.86,235.77,-37.47,2.37,154.00,4.68,77.99,1.07,0.33,-10.45,-13.84,-98.08,-32.83,-9.02
3715,定穎投控,109.69,83.00,4.57,3.40,107.35,4.56,80.04,1.51,0.74,6.40,15.78,52.78,6.56,3.61
4104,佳醫,160.08,138.06,67.52,4.48,81.47,5.44,67.09,10.74,0.47,5.42,8.7,73.51,11.20,4.8
4106,雃博,246.41,182.85,15.80,5.23,69.78,2.64,138.25,3.65,0.82,5.08,6.66,20.80,5.75,1.51
4108,懷特,"2,613.29","2,270.83","-21,454.36",5.23,69.78,0.50,730.00,0.69,0.07,-3.13,-3.26,-3.73,-45.63,-0.24
4119,旭富,342.74,245.25,58.90,5.01,72.85,1.64,222.56,0.34,0.21,5.15,6.75,33.88,24.48,2.7
4133,亞諾法,"1,469.32",789.97,"34,266.90",6.73,54.23,0.24,"1,520.83",1.49,0.28,3.21,3.39,8.01,11.43,0.72
4137,麗豐-KY,187.04,172.02,"1,033.18","1,449.73",0.25,1.63,223.92,3.82,0.51,13.01,21.08,181.83,22.79,13.03
4142,國光生,248.51,204.38,-9.94,1.92,190.10,1.59,229.55,0.50,0.19,-6.89,-11.03,-14.90,-36.18,-1.52
4148,全宇生技-KY,356.65,267.19,65.68,4.87,74.94,2.53,144.26,4.87,0.73,3.66,6.03,40.23,4.93,2.18
4155,訊映,227.86,148.55,189.00,2.55,143.13,2.44,149.59,1.38,0.39,0.18,-0.08,0.55,-0.13,0.02
4164,承業醫,303.76,220.04,555.18,3.15,115.87,2.95,123.72,0.66,0.29,3.96,6.45,33.62,10.97,2.55
4190,佐登-KY,52.67,41.32,1.72,17.26,21.14,2.55,143.13,0.87,0.37,0.61,-0.01,7.30,-0.01,0.0
4306,炎洲,151.61,60.79,3.71,5.11,71.42,1.13,323.00,1.58,0.44,3.31,6.98,15.12,6.47,1.3
4414,如興,92.12,48.46,-23.53,4.66,78.32,3.39,107.66,5.32,1.00,-1.32,-12.7,-6.40,-4.13,-0.66
4426,利勤,131.33,100.22,-0.26,5.81,62.82,4.27,85.48,0.44,0.27,-0.18,-1.57,-2.48,-3.25,-0.24
4438,廣越,319.69,211.90,10.31,10.56,34.56,3.77,96.81,5.10,1.03,6.26,9.18,115.12,5.46,7.1
4439,冠星-KY,174.64,112.82,44.37,7.31,49.93,4.51,80.93,3.21,1.12,8.99,13.2,136.75,7.87,10.82
4440,宜新實業,139.68,85.29,4.65,6.13,59.54,4.08,89.46,0.64,0.44,2.53,3.27,7.75,4.55,0.67
4526,東台,124.44,57.67,1.67,2.66,137.21,1.28,285.15,3.29,0.55,1.69,2.26,3.65,1.59,0.2
4532,瑞智,142.93,124.93,16.62,2.49,146.58,7.85,46.49,2.97,0.69,3.54,7.39,22.14,4.75,1.5
4536,拓凱,225.92,187.41,22.14,4.81,75.88,2.83,128.97,2.21,0.62,9.92,17.09,219.86,15.27,15.58
4540,全球傳動,295.45,119.90,-1.08,2.65,137.73,0.82,445.12,0.89,0.33,-0.59,-3.08,-15.53,-4.03,-1.09
4545,銘鈺,187.81,139.25,7.33,4.51,80.93,3.31,110.27,1.80,0.65,3.03,4.42,15.31,4.00,1.08
4551,智伸科,167.71,117.83,15.74,2.82,129.43,2.93,124.57,1.45,0.54,4.22,6.39,61.55,7.23,4.47
4552,力達-KY,448.75,416.56,51.13,4.29,85.08,13.51,27.01,1.54,67.76,3.02,6.83,53.33,7.96,3.46
4555,氣立,375.70,198.59,0.07,3.20,114.06,1.02,357.84,0.66,0.30,-0.25,-1.14,-3.76,-2.44,-0.51
4557,永新-KY,165.42,134.25,16.92,3.07,118.89,3.74,97.59,3.65,0.87,11.10,18.26,114.03,12.05,9.02
4560,強信-KY,307.24,197.78,6.87,2.55,143.13,1.67,218.56,2.31,0.53,3.51,4.04,11.64,5.82,1.06
4562,穎漢,170.59,67.74,-2.88,2.53,144.26,0.62,588.70,0.91,0.31,-2.89,-7.84,-9.46,-11.57,-0.92
4564,元翎,266.16,199.13,-6.30,2.28,160.08,2.83,128.97,0.28,0.17,-4.22,-8.62,-20.53,-28.44,-1.87
4566,時碩工業,240.70,182.00,470.88,2.78,131.29,2.57,142.02,1.41,0.51,3.75,7.2,33.54,6.23,3.04
4569,六方科-KY,"1,725.22","1,484.54","4,192.43",3.88,94.07,3.11,117.36,1.15,0.46,3.53,3.83,31.10,7.78,3.26
4571,鈞興-KY,297.44,209.19,23.79,3.32,109.93,2.46,148.37,2.35,0.66,8.04,10.5,67.48,11.66,5.18
4572,駐龍,761.34,542.56,124.73,3.46,105.49,0.97,376.28,2.38,0.36,10.82,13.39,80.42,29.07,6.21
4576,大銀微系統,186.38,94.36,4.31,4.59,79.52,1.10,331.81,0.65,0.36,0.83,0.97,3.61,1.81,0.04
4581,光隆精密-KY,213.63,157.89,44.71,6.04,60.43,2.56,142.57,2.57,0.71,12.27,20.14,73.89,16.98,6.0
4583,台灣精銳,"1,385.87","1,033.12",170.89,8.74,41.76,0.69,528.98,0.74,0.25,8.03,8.89,136.28,32.50,10.89
4588,玖鼎電力,141.92,61.37,15.62,10.81,33.76,1.41,258.86,2.60,0.65,10.51,27.39,50.33,15.11,4.03
4720,德淵,142.47,101.26,575.07,4.91,74.33,4.62,79.00,3.30,1.05,2.54,5.73,10.63,1.86,0.74
4722,國精化,253.75,140.87,20.87,4.10,89.02,2.88,126.73,2.27,0.75,3.82,5.76,21.28,4.83,1.67
4736,泰博,308.78,253.42,112.15,3.83,95.30,1.32,276.51,1.58,0.39,8.57,10.94,139.22,21.90,10.67
4737,華廣,100.51,62.39,0.33,2.80,130.35,1.82,200.54,0.71,0.34,0.87,0.32,-5.24,0.37,0.1
4739,康普,202.86,165.21,0.27,9.09,40.15,2.82,129.43,1.13,0.49,-0.03,-1.21,-5.46,-1.42,-0.93
4746,台耀,161.77,109.12,5.10,4.81,75.88,1.24,294.35,0.73,0.33,-0.13,-0.65,11.84,-1.20,1.05
4755,三福化,112.84,70.77,20.56,3.85,94.80,5.69,64.14,1.55,0.66,6.23,9.79,57.72,8.90,4.41
4763,材料-KY,587.90,545.22,"33,816.22",38.28,9.53,9.60,38.02,6.86,1.27,60.17,74.74,711.12,47.37,62.52
4764,雙鍵,131.97,108.22,-1.61,4.24,86.08,3.97,91.93,1.15,0.48,-1.35,-3.81,-10.40,-3.86,-1.0
4766,南寶,210.12,165.54,33.55,4.21,86.69,5.14,71.01,3.64,0.85,10.91,17.0,281.47,12.47,20.14
4770,上品,403.70,277.56,352.07,3.07,118.89,1.37,266.42,3.30,0.57,17.31,23.75,260.91,29.57,21.22
4771,望隼,184.17,150.47,52.14,4.95,73.73,6.50,56.15,1.41,0.67,17.43,32.31,159.09,25.49,10.77
4807,日成-KY,241.98,120.36,-26.70,3.81,95.80,3.07,118.89,3.13,0.82,-11.43,-17.24,-55.93,-14.18,-4.12
4904,遠傳,79.87,66.79,18.25,7.76,47.03,9.98,36.57,2.14,0.51,6.53,14.55,38.34,12.05,3.42
4906,正文,186.09,140.80,864.26,3.22,113.35,5.91,61.75,7.01,1.12,2.72,4.11,19.44,2.09,1.55
4912,聯德控股-KY,172.02,133.77,5.69,2.75,132.72,3.64,100.27,3.02,0.64,4.41,7.96,48.17,5.89,4.18
4915,致伸,139.34,103.33,23.15,4.63,78.83,5.87,62.18,7.57,1.29,5.87,14.09,70.55,4.35,5.5
4916,事欣科,221.23,91.67,5.27,4.89,74.64,2.30,158.69,23.71,0.95,3.25,4.62,14.30,2.35,0.87
4919,新唐,234.68,134.40,"6,058.61",8.24,44.29,2.41,151.45,6.12,1.03,7.16,14.11,64.95,6.84,5.77
4927,泰鼎-KY,81.72,51.65,-1.87,3.55,102.81,3.81,95.80,1.16,0.66,-3.01,-10.68,-42.41,-6.33,-4.2
4930,燦星網,293.78,262.37,7.67,10.35,35.26,6.84,53.36,8.96,0.59,5.95,10.0,98.94,8.75,3.61
4934,太極,281.35,253.48,-19.56,159.95,2.28,7.22,50.55,2.74,0.67,-5.68,-7.93,-8.47,-8.87,-0.13
4935,茂林-KY,483.87,439.32,25.95,3.61,101.10,5.35,68.22,2.09,0.54,3.15,4.07,31.47,5.58,2.57
4938,和碩,148.94,110.88,9.32,6.62,55.13,8.52,42.84,16.68,2.25,3.20,8.37,91.23,1.38,5.9
4942,嘉彰,369.41,347.27,934.10,2.35,155.31,12.45,29.31,2.18,0.57,5.74,7.26,65.35,10.09,4.32
4949,有成精密,309.88,133.23,"4,748.49",16.44,22.20,2.58,141.47,53.10,1.74,7.68,12.36,44.64,4.32,3.2
4952,凌通,382.88,257.29,23.73,5.97,61.13,1.74,209.77,4.70,0.71,5.72,7.28,17.16,7.75,1.54
4956,光鋐,283.83,193.04,-9.82,1.79,203.91,2.93,124.57,0.79,0.39,-4.37,-7.75,-16.69,-12.25,-1.38
4958,臻鼎-KY,144.47,120.97,6.15,5.09,71.70,7.00,52.14,1.47,0.64,4.74,7.06,106.10,6.23,6.55
4960,誠美材,243.67,171.27,-574.12,4.28,85.28,3.03,120.46,2.29,0.63,-3.45,-5.77,-11.27,-6.29,-0.99
4961,天鈺,533.27,472.61,"109,586.56",6.56,55.64,4.55,80.21,15.63,0.65,9.42,13.64,231.06,14.53,13.29
4967,十銓,132.17,66.94,9.01,9.01,40.51,5.17,70.59,48.38,2.55,4.10,11.09,41.78,1.43,3.38
4968,立積,290.51,223.59,"-4,340.15",2.76,132.24,3.02,120.86,15.40,0.90,-6.56,-9.72,-30.75,-7.45,-2.46
4976,佳凌,553.50,419.75,-42.06,4.72,77.33,2.19,166.66,0.92,0.29,-7.95,-9.96,-18.60,28.35,-1.91
4977,眾達-KY,271.27,242.44,43.04,7.90,46.20,2.30,158.69,4.34,0.35,6.70,8.78,40.67,18.90,4.26
4989,榮科,447.17,323.40,-59.58,4.24,86.08,5.79,63.03,8.20,1.20,-4.47,-5.83,-12.08,-3.75,-0.97
4994,傳奇,322.96,320.87,"6,634.89",9.71,37.59,無,無,628.59,0.83,8.16,11.63,24.57,9.61,1.69
4999,鑫禾,510.60,459.20,6.88,2.65,137.73,5.60,65.17,2.00,0.47,0.20,0.11,4.25,0.20,0.05
5007,三星,488.39,327.78,"2,080.05",4.86,75.10,2.62,139.31,2.22,0.75,11.70,14.08,43.42,15.27,3.38
5203,訊連,261.41,257.83,"150,778.82",15.46,23.60,54.90,6.64,4.31,0.33,3.85,4.88,38.75,11.91,2.81
5215,科嘉-KY,385.99,338.12,"6,579.77",2.73,133.69,5.39,67.71,2.52,0.56,4.17,5.32,50.77,7.28,2.75
5222,全訊,706.05,538.36,"17,885.06",6.99,52.21,1.22,299.18,2.79,0.49,17.32,20.49,71.24,34.90,5.88
5225,東科-KY,158.88,120.49,37.84,6.51,56.06,8.46,43.14,13.34,1.81,9.30,20.94,76.40,5.01,8.02
5234,達興材料,266.79,233.01,85.63,3.97,91.93,7.92,46.08,2.70,0.93,11.57,17.2,58.94,12.27,5.1
5243,乙盛-KY,172.47,126.53,11.35,4.92,74.18,5.79,63.03,2.69,0.97,5.58,8.38,53.81,5.17,3.55
5244,弘凱,457.47,428.78,"11,798.31",2.61,139.84,9.43,38.70,1.90,0.45,8.48,9.95,28.56,18.46,2.4
5258,虹堡,211.97,143.46,"4,698.00",3.84,95.05,2.34,155.98,20.42,1.20,14.24,27.47,116.69,11.57,8.65
5269,祥碩,225.04,191.84,415.64,6.74,54.15,3.34,109.28,11.98,0.32,11.32,12.77,370.32,34.81,32.19
5283,禾聯碩,164.89,88.18,64.44,5.84,62.50,2.78,131.29,4.36,1.00,9.35,13.53,83.35,9.17,7.78
5284,jpp-KY,134.46,103.63,12.72,2.10,173.80,3.21,113.70,1.31,0.55,10.59,17.92,93.69,17.73,8.33
5285,界霖,363.61,220.08,9.03,5.24,69.65,2.92,125.00,3.41,0.96,3.85,5.97,27.03,3.48,1.75
5288,豐祥-KY,250.55,188.46,20.11,5.24,69.65,5.51,66.24,3.52,1.00,14.99,21.84,188.81,14.19,15.6
5292,華懋,182.87,167.64,"3,511.69",5.38,67.84,3.03,120.46,5.71,0.83,12.12,25.63,112.99,14.60,9.75
5306,桂盟,249.65,198.21,"2,515.16",5.10,71.56,2.32,157.32,1.35,0.39,6.33,9.78,80.87,15.68,5.89
5388,中磊,142.07,78.12,"1,240.00",5.61,65.06,3.04,120.06,12.16,1.36,5.65,20.76,111.25,3.82,9.17
5434,崇越,161.16,128.30,39.97,5.80,62.93,7.52,48.53,10.40,1.30,9.53,19.94,205.64,7.11,15.36
5469,瀚宇博,174.76,144.24,17.79,3.29,110.94,4.21,86.69,3.69,0.55,6.31,10.74,132.44,10.55,5.07
5471,松翰,685.09,488.96,0.00,9.34,39.07,1.44,253.47,3.75,0.63,4.48,5.18,11.98,7.12,1.11
5484,慧友,175.35,127.90,-4.68,4.98,73.29,2.15,169.76,5.17,0.41,-4.97,-7.97,-4.67,-13.25,-0.73
5515,建國,256.86,251.51,49.54,20.81,17.53,無,無,38.19,0.53,4.35,7.06,15.69,8.09,1.34
5519,隆大,405.40,67.18,842.01,27.26,13.38,0.08,"4,562.50",75.93,0.34,7.21,15.43,44.52,18.52,3.69
5521,工信,243.87,227.78,5.27,20.37,17.91,11.59,31.49,11.08,0.61,1.00,1.26,1.43,1.26,0.14
5522,遠雄,172.24,17.71,499.75,74.08,4.92,0.22,"1,659.09",193.37,0.22,3.86,8.17,61.19,17.01,4.76
5525,順天,134.09,3.15,"4,937.30",35.07,10.40,0.29,"1,258.62",17.02,0.30,4.15,13.6,30.78,13.54,2.5
5531,鄉林,119.45,14.06,0.48,202.18,1.80,0.15,"2,433.33",0.37,0.09,0.62,-3.59,-4.27,-10.22,-0.2
