新聞編號,網址,標題,摘要,關鍵字,內容,發布時間,類別,類別號碼
5585651,https://news.cnyes.com/news/id/5585651,〈COMPUTEX〉長榮航攜手貿協參展 擴大爭取企業戶,長榮航與外貿協會攜手參加電腦展 擴大爭取企業戶,"['長榮航', '外貿協會', 'computex', '電腦展']","COMPUTEX 台北國際電腦展即日起至 6 月 7 日在南港展覽一館及二館隆重舉行，長榮航 (2618-TW) 也與外貿協會攜手參展，目標藉此與全球企業客戶深化合作關係。

長榮航總經理孫嘉明表示，COMPUTEX 2024 不僅是一場科技盛宴，也是長榮航空和外貿協會展示卓越服務和國際合作成果的重要平台，共同參加這次展覽將有助與全球企業客戶建立更緊密的聯繫，深化合作關係。

孫嘉明期待，藉此向世界展示長榮航空五星級的卓越服務，爭取到更多國際客戶合作的機會。

在展會期間，長榮航在外貿協會的貴賓休息室展示皇璽桂冠艙座椅，並布置模擬機窗讓參觀者感受機上服務氛圍，受邀貴賓可親身體驗皇璽桂冠艙的舒適度；此外，長榮航也準備官網購票折扣碼和精美小禮品送給逛展民眾。

長榮航空是台灣唯一獲得 SKYTRAX 認證的五星級航空公司，已建構綿密的越太平洋轉機航網，以及星空聯盟的成員航空公司支持，並提供全球的企業客戶訂製專屬服務。

今年的 COMPUTEX 展覽吸引超過 1500 家來自世界各地的科技企業參與，並迎來多位 AI 巨頭，堪稱歷年來最強陣容。
",2024-06-04 12:58:21,台股新聞,827
5585472,https://news.cnyes.com/news/id/5585472,彰銀證券定期定額36檔新上線 11月底前申購即送500抵用金 新開戶另送400元,彰銀證券定期定額受託買賣業務，舉辦「定期定額財富自由 證券 Give Me Five」活動，凡於 11 月底前申購符合條件，可獲得「嗨 Five 禮」500 元抵用金。首次於彰銀開集保戶的另有「新戶禮」及「滿額禮」共 400 元抵用金,"['彰銀證券', '開戶', '定期定額']","彰化銀行 (2801-TW) 證券提供便利多元的線上證券金融服務，推出證券定期定額受託買賣業務，並舉辦「定期定額財富自由 證券 Give Me Five」活動，凡於 11 月底前申購符合條件，可獲得「嗨 Five 禮」500 元抵用金。首次於彰銀開集保戶的另有「新戶禮」及「滿額禮」共 400 元抵用金，活動 9 月底截止。

彰化銀行證券定期定額系統已上線，精選證交所公布證券定期定額熱門投資標的共 36 檔。投資人可指定在每月 5 日、15 日或 25 日定期定額約定日買進指定投資標的，最低申購金額新臺幣 3,000 元起，透過長期投資可協助客戶降低平均成本、分散風險，逐步累積財富。

彰化銀行證券表示，本次推出的定期定額專屬優惠，自即日起至 113 年 11 月 30 日止之新戶或舊戶，凡於 113 年年底前透過線上平台 (證券下單網頁或手機淘金王 APP) 完成首筆定期定額有價證券申購並經成功扣款者，即享「嗨 Five 禮」最高 500 元下單手續費抵用金及定期定額手續費 28 折超值優惠，最低新臺幣 1 元起。

此外，為吸引 18 歲上的年輕族群，彰銀推出「證券線上 好運龍總來」活動，只要未曾於彰化銀行證券開立集保帳戶的投資人，線上辦理開立證券集保戶，凡下單符合條件，可獲得「新戶禮」及「滿額禮」共 400 元抵用金，免出門即享好康證券下單優惠。

彰化銀行證券表示，本次推出新戶線上開戶的專屬優惠，自即日起至 113 年 9 月 30 日止，只要透過彰化銀行證券官網或 APP 完成線上證券開戶，享有活動期間下單手續費 28 折超值優惠。其中「新戶禮」最高可獲得新臺幣 100 元下單手續費抵用金，每月限量 1,500 名，額滿即止；「滿額禮」下單累積達 50 萬元 (含) 以上者，即可獲得 300 元下單禮。
",2024-06-04 12:29:49,台股新聞,827
5585573,https://news.cnyes.com/news/id/5585573,〈COMPUTEX〉輝達未來5年在台設立研發中心 黃仁勳：這三地是選項,輝達 (NVDA-US) 執行長黃仁勳今 (4) 日到 COMPUTEX 與供應鏈夥伴們會面，黃仁勳接受媒體訪問談到未來 5 年將在台灣設立、投資研發中心，黃仁勳強調，台灣已經輝達很大的基地，同時也透露台北、台南以及高雄都會是選項。,"['黃仁勳', 'AI', '伺服器', 'COMPUTEX']","輝達 (NVDA-US) 執行長黃仁勳今 (4) 日到 COMPUTEX 與供應鏈夥伴們會面，黃仁勳接受媒體訪問談到未來 5 年將在台灣設立投資研發中心，黃仁勳強調，台灣已經輝達很大的基地，同時也透露台北、台南以及高雄都會是選項。 

黃仁勳表示，目前輝達在台北以及新竹已經有幾百人，未來也將持續投資台灣。接下來幾年將建置新的研發中心，並雇用 1000 名工程師。黃仁勳進一步提到，包括晶片設計、系統設計、軟體工程師、AI 研發人員等，將有 AI 研究實驗室。另外，也與大學合作進行創新研究。 

黃仁勳進一步指出，未來 5 年包含大型語言模型 (LLM) 以及 AI 能夠在測試上，跟人類擁有相同的競爭力，並取得非常好的成果，因此也將在數位世界中看到具備人工智慧的機器人。 

黃仁勳也說，非常高興再次回到 COMPUTEX，台灣是世界上許多偉大的電腦技術公司所在地，如台積電 (2330-TW)、廣達 (2382-TW)、鴻海 (2317-TW)、英業達 (2356-TW)、緯創 (3231-TW)、華碩 (2357-TW) 以及技嘉 (2376-TW) 等，都是很棒的公司。 

黃仁勳提到，輝達與供應鏈夥伴花了 20 年實現人工智慧運算的目標，此次來台與供應鏈夥伴見面，希望進一步與生態系合作，助攻全球建構新一代運算基礎設施，可以稱為人工智慧的新型資料中心。黃仁勳形容，AI 就像 200 年前的電一樣，雖然看不到，但非常有價值。 
",2024-06-04 12:16:07,台股新聞,827
5585620,https://news.cnyes.com/news/id/5585620,鉅亨速報 - Factset 最新調查：和碩(4938-TW)目標價調升至93.5元，幅度約3.21%,FactSet 最新調查：和碩(4938-TW)目標價調升，最高估值、最低估值、中位數、綜合評級、近5日股價、大盤表現、即時新聞資訊。,"['台股', '市場預估', '目標價']",根據FactSet最新調查，共12位分析師，對和碩(4938-TW)提出目標價估值：中位數由93.5元上修至93.5元，調升幅度3.21%。其中最高估值110元，最低估值84元。綜合評級 - 共有12位分析師給予和碩(4938-TW)評價：積極樂觀0位、保持中立13位、保守悲觀0位。和碩(4938-TW)今(4日)收盤價為111元。近5日股價上漲4.69%，相關電腦週邊近5日下跌2.53%，集中市場加權指數下跌1.22%，股價漲幅表現優於大盤。最新相關新聞            〈COMPUTEX〉基辛格：AI如同25年前網路崛起 台灣是科技業的中心            00881單日猛漲近2%創新高 持股8成都是「黃仁勳明牌」            和碩GB200 NVL72 AI伺服器機櫃亮相 Blackwell Q4出貨            盤中速報 - 和碩(4938)大漲7.08%，報113.5元            〈黃仁勳開講〉輝達攜手台廠9大咖 打造Blackwell AI資料中心    資料來源：Factset，數據僅供參考，不作為投資建議。,2024-06-04 12:10:20,台股,826
5585533,https://news.cnyes.com/news/id/5585533,台積電結束雙首長制 魏哲家接董座 日經：魏哲家面臨三個挑戰,台積電結束雙首長制，總裁魏哲家周二（4 日）正式接任董事長，《日經新聞》周一指出，他將面臨三個挑戰，其中地緣政治是最大、也最難控制的風險。,"['台積電', '魏哲家', '董事長']","台積電 (2330-TW) 結束雙首長制，總裁魏哲家周二（4 日）正式接任董事長，《日經新聞》周一指出，他將面臨三個挑戰，其中地緣政治是最大、也最難控制的風險。

《日經新聞》說，魏哲家接下董事長後，將面臨一連串新舊挑戰，其中最大的挑戰就是地緣政治。

前台積電高階主管說，「地緣政治仍然是公司高層需要面對的主要不確定因素和關鍵任務之一，這無疑是一項艱巨任務。」

台灣經濟研究院產經資料庫總監劉佩真表示，台積電面臨最大的不確定性都來自政治，包括前美國總統川普是否打贏今年總統大選、全球是否會出現新的地緣政治因素，以及美國對台灣晶片產業和台積電的態度。

魏哲家面臨的第二個挑戰是台積電自身的成長。台積電現有員工人數超過 76,000 人，比 2018 年的 48,000 人多很多，人力結構也比以往更加多元。

以前台積電的生產都集中在台灣，但近年台積電展開前所未有的擴張，首度在日本、德國設立生產基地，並在美國興建 20 年來首座先進晶片廠。

第三個挑戰是整個晶片產業面臨的典範轉移。全球晶片大廠致力於縮小電晶體面積，也開始探索更先進的方式，以創新方式整合、連結晶片。

魏哲家歷經各部門，曾被張忠謀盛讚是「準備最齊全的 CEO」。在劉德音、魏哲家帶領下，台積電的資本支出從 2018 年的 108 億美元提高至 2023 年的 300 多億美元，市值擴大近兩倍。
",2024-06-04 11:59:44,台股新聞,827
5585542,https://news.cnyes.com/news/id/5585542,廣運籌資擬發行 6 億元無擔保CB明起競拍 6/21掛牌,廣運業績可望升同時，廣運向金管會送件辦理發行 1 萬張的現增股，同時，擬發行 6 億元的無擔保可轉換公司債 (CB) 已經申報生效，其中，擬發行 CB 籌資案完成訂價，轉換價訂為 114 元。,"['廣運', '辛耘', 'CB', '籌資']","廣運 (6125-TW) 今 (2024) 年業績可望回升同時，廣運向金管會送件辦理發行 1 萬張的現增股，同時，擬發行 6 億元的無擔保可轉換公司債 (CB) 已經申報生效，其中，擬發行 CB 籌資案完成訂價，轉換價訂為 114 元，將在明 (5) 日起競拍。

廣運擬發行 CB 籌資案的競拍底價爲 102 元，預訂在 6 月 21 日掛牌交易。

廣運擬發行的的 1 萬張現增股，暫訂以每股 65 元溢價發行，將募集 6.5 億元；同時，在在半導體及散熱題材的大力發酵之下，廣運是繼辛耘 (3583-TW) 之後辦理市場籌資的設備廠，辛耘擬發行無擔保可轉公司債債募集 12 億元資金，主要籌資用途在再生晶圓產能的擴充，主辦券商爲富邦證券。

廣運跨入第三代半導體並成立熱傳事業群，目前散熱解決方案已擴及由原來 AI 數據機房、伺服器應用，擴及到 5G 基地台、車載以及儲能系統。同時，廣運也提供新客製化開放式機架第三版（ORv3）機櫃水冷散熱建置，CDU 水、氣冷散熱模擬方案，新開發應用部份目前配合客戶進度執行驗證中，依客戶需求熱度高。

廣運期待今年熱傳事業訂單會有更明顯業績貢獻，同時，在包括自動化倉儲等工程大量接單同時，廣運也預先自市場募集資金因應。

廣運的 2023 年稅後純益 7.96 億元，每股純益達 3.2 元，2024 年第一季廣運財報內容爲營收營收 6.1 億元，毛利率 15.09%，季增 5.57%，年減 5.25 個百分點，稅後純益爲 1373 萬元，每股純益爲 0.06 元；2024 年 4 月營收 2.91 億元，月增 6.62%
",2024-06-04 11:48:37,台股新聞,827
5585540,https://news.cnyes.com/news/id/5585540,Gogoro獲潤泰注資5000萬美元 推展全球業務,Gogoro 獲潤泰注資 5000 萬美元 推展全球業務,"['gogoro', '潤泰', '電動車', '充電', '機車']","Gogoro(GGR-US) 今 (4) 日宣布，與 Gold Sino Assets Limited 簽署股份和認股權證認購協議，此項交易將在未來幾天內完成，而取得的資金 5000 萬美元，將持續投注於推動 Gogoro 在台灣和全球市場的業務拓展。

根據該協議，Gogoro 將向 Gold Sino 發行 (1)32,516,095 股普通股，每股市值為 0.0001 美元，總金額為 5000 萬美元，即每股購買價格約為 1.5377 美元；(2) 認股權證，以每股 1.6915 美元 (可能視相關條款進行調整) 購買 10,838,698 股普通股。

Gold Sino 和潤泰集團總裁尹衍樑表示，Gogoro 持續引領都會二輪交通轉型，致力於打造更智慧、永續和便利的未來城市。

Gogoro 說明，在台灣及全球市場業務不斷成長，確保擁有高效營運的資源和靈活性至關重要。

Gogoro 創辦人暨執行長陸學森進一步說，尹衍樑、GoldSino 和潤泰集團為 Gogoro 的創立與發展提供最堅定的支持，雙方對透過智慧移動和潔淨能源打造永續城市，抱持共同理念，這項投資是對 Gogoro 商業模式可行性和全球市場拓展願景的有力證明。
",2024-06-04 11:40:03,台股新聞,827
5585007,https://news.cnyes.com/news/id/5585007,研調：2028年Micro LED產值上看5.8億美元 聚焦兩大領域,根據 TrendForce 研究顯示，預估 2028 年 Micro LED 產值有望上看 5.8 億美元，2023 至 2028 年複合成長率為 84%。TrendForce 認為，未來 Micro LED 產業將聚焦頭戴裝置與車用顯示。,"['Micro LED', '頭戴裝置', '車用顯示', '蘋果', 'Apple Watch']","根據 TrendForce 研究顯示，預估 2028 年 Micro LED 產值有望上看 5.8 億美元，2023 至 2028 年複合成長率 (CAGR) 為 84%。TrendForce 認為，未來 Micro LED 產業將聚焦頭戴裝置與車用顯示領域。 

TrendForce 說明，AR 眼鏡所使用的光機必須具備高亮度、小體積的特性，目前 Micro LED 光機體積已經邁入小於 0.2cc 的時代，在需要有高亮度提升全天候全場景識別清晰度上，Micro LED 已經將亮度基礎朝 35 萬 nits(尼特) 以上邁進。近年 AI 協助工具發展快速，TrendForce 認為，未來 1 至 2 年搭載 Micro LED 作為顯示技術 AR 眼鏡的需求預計將逐步浮現。 

車用顯示部分，考慮駕駛需求，運用具備高亮度、高對比、廣色域、反應速度快等特點的 Micro LED 技術，融入異型、曲面、可撓式、觸覺回饋等智慧座艙一體化車用顯示器解決方案，可以提升駕駛的使用體驗。使得 Micro LED 在車用場景的應用不斷拓展，如未來可作為擴增實境與全景抬頭顯示器 (AR-HUD 與 P-HUD)，或是搭配透明顯示技術在車窗作為創新顯示。 

不過 TrendForce 也點出 Micro LED 產業面臨的挑戰，包含成本居高不下、技術工藝限制等，這也是蘋果 (AAPL-US) 取消 Micro LED 版本的 Apple Watch 的原因，因此持續優化生產環節是 Micro LED 產業的發展關鍵。 

TrendForce 進一步指出，檢測及修復是製程中提高良率進而影響成本的關鍵， 因此 Micro LED 的電性檢測目前正在自原技術基礎持續升級。 

不過 TrendForce 也提到，Apple Watch 的取消，促使晶片供應商 ams OSRAM 考慮馬來西亞 8 吋廠的出售事宜。若出售物件為目前 Micro LED 顯示器供應鏈中的廠商，對於整個產業的技術發展與優化成本結構將有正面效益。 

TrendForce 說明，通過轉換技術路線與目標市場來看，積極發展 8 吋 SiC 功率半導體的中國化合物半導體廠商也是潛在買家，以此跨足國際市場發展，對晶片廠商而言是一個提高獲利的方式。 
",2024-06-04 11:18:09,台股新聞,827
5585535,https://news.cnyes.com/news/id/5585535,營收速報  - 集盛(1455)5月營收9.74億元年增率高達59.44％,"2024年5月集盛(1455-TW) 營收年增成長59.44% , 盤後股價為14.1元","['台股', '台股營收', '5月營收', '集盛']",    集盛(1455-TW)今天公告2024年5月營收為新台幣9.74億元，年增率59.44%，月增率19.14%。    今年1-5月累計營收為40.35億元，累計年增率34.13%。    最新價為14.1元，近5日股價下跌-3.81%，相關紡織纖維上漲2.93%，短期股價無明顯表現。近5日籌碼    三大法人合計買賣超：-599 張    外資買賣超：+36 張    投信買賣超：0 張    自營商買賣超：-635 張近6個月營收一覽                月份        月營收        年增率        月增率                            24/5        9.74億        59%        19%                    24/4        8.17億        37%        3%                    24/3        7.95億        1%        23%                    24/2        6.44億        11%        -20%                    24/1        8.05億        84%        4%                    23/12        7.74億        44%        4%                集盛(1455-TW) 所屬產業為紡織纖維，主要業務為各種纖維絲、人造棉絲、尼龍絲之紡製、。織造、染整、印花、加工、買賣。石油化學工業纖維原料生產、銷售及進出口買賣。最新相關新聞            〈房產〉都更燒滾滾！一銀辦「東湖名喬今日新世界」都更簽約&nbsp; 下一站雨農路和天母樺園            富邦人壽推首張捐血外溢保單 享保費折扣獲三大族群青睞            〈COMPUTEX〉光寶首度展示GB200 NVL72 專為Blackwell打造高效電源系統            黃仁勳揭飆股地圖！麗臺、圓剛、曜越，漲停！AI PC、機器人、散熱，都已經被炒高？COMPUTEX將利多出盡？專家：可以這個產業，會有彩蛋            鉅亨速報 - Factset 最新調查：群聯(8299-TW)目標價調降至726元，幅度約3.58%    註：數據僅供參考，不作為投資建議。,2024-06-04 11:17:16,台股新聞,827
5585490,https://news.cnyes.com/news/id/5585490,〈韓系車崛起〉HYUNDAI今年平均月領牌突破2000台 創新紀錄,HYUNDAI 今年平均月領牌突破 2000 台 創新紀錄,"['南陽', 'hyundai', 'venue', '韓系車', '三陽']","由南陽汽車代理的 HYUNDAI 汽車 5 月掛牌繳出 2040 台與 4.9% 的市占率，年成長率達到 13.7%，今年月均領牌數突破 2000 台，持續刷新紀錄，南陽樂觀看待，有望達成連 5 年銷售正成長目標。

其中，5 月 TUCSON L N Line 上市，以其獨特的產品力、豪華科技配置和高品質的乘坐體驗，成功帶動車款銷售，掛牌數達 820 台。

而榮獲 2024 年世界風雲性能車的 IONIQ 5 N 也備受矚目，年度配額 50 台已售罄。

累計前 5 月，HYUNDAI 掛牌數 10516 台，年增 13.7%，市占率 5.5%，在國產品牌中僅次於 TOYOTA、HONDA，其中，TUCSON 掛牌數 4024 台，VENUE 也達 1300 台。

進入 6 月後，VENUE 小改登場，內裝新升級 4.2 吋全彩數位儀表、配備 Qi 無線充電板，並全面升級 Level 2 半自動駕駛科技，南陽預期，VENUE 上市將再次推升整體銷售。

南陽也強調，除了完整 SUV 陣容，顧客體驗是 HYUNDAI 近年在台的重點發展項目，We Care 計劃致力於通路升級。
",2024-06-04 11:16:10,台股新聞,827
5585431,https://news.cnyes.com/news/id/5585431,〈台積電股東會〉2030年佔全台用電量估提升至11-12% 經濟貢獻度同步增長,台積電 (2330-TW)(TSMUS-US) 今 (4) 日召開股東會，董事長劉德音說，現階段看 AI 需求的確比一年前更樂觀，另外，眾多股東也針對美國布局提問，則強調至美國建廠是全球破碎化的必要，公司正積極學習並努力克服，就像台,"['台積電', '股東會', '美國', '用電量', '用水量']","台積電 (2330-TW)(TSMUS-US) 今 (4) 日召開股東會，董事長劉德音說，現階段看 AI 需求的確比一年前更樂觀，至於用電問題，則指出目前台積電佔全台用電約 8%，2030 年預估會提升至 11-12%，但公司對台灣經濟貢獻度也同步提升。

股東關心台積電在台建廠面臨水電資源匱乏疑慮，劉德音強調，公司跟政府一向有通暢的溝通管道，對未來用電、用水量完全透明，就看台灣政府如何克服，依現階段來看，台積電用電量約莫是全台的 8% 左右，2030 年恐怕接近 11-12%，但台積電對台灣經濟貢獻度也同步增加，政府也會看到台灣成長機會。

至於用水量，劉德音指出，台積電在台灣用水比例其實是相當低，遠比其他產業經濟貢獻價值要低很多，且台灣也有地形等問題，公司持續跟政府緊密合作克服相關問題，認為這不只是台積電的問題，而是台灣全體所面臨的問題。

股東提問，是否更樂觀看 AI 需求，並調高資本支出導致現金股利調升速度放緩，劉德音回應，台積電未來五年的業務成長與資本支出都是每個月滾動檢討，目前看 AI 需求比一年前樂觀。

財務長黃仁昭補充，台積電建產能是根據市場長期需求預測，公司也有專門團隊負責調研，公司產能規劃不會因半導體景氣上下而有所變動，現金股利方面，台積電在資本支出完後，又會有自由現金流入，因此會將 70% 的自由現金流量用於分派股利，原則是每一季的現金股利不比前一季低，每一年的現金股利不比前一年低，待投資回收後，現金股利會傾向逐步增加。

針對美國廠建造成本高昂，劉德音說，美國廠建造成本雖然高，但公司建廠成本仍低於其他同業，強調至美國建廠是全球破碎化的必要，不只是台積電，其他公司也陸續布局，強調至美國建廠是個學習過程，就像是台積電在台灣建造第一座 8 吋廠以及第一座 12 吋廠。

另外，股東也擔憂美國客戶也受法規限制影響出貨，劉德音說，台積電一向遵守法規，會根據客戶需求提供相應協助。

至於美國大選不確定性高，是否影響美國晶片法案，劉德音指出，美國大選的確充滿不確定性，但這是民主制度的結果，且美國政府對晶片法案 (CHIPS and Science Act) 是兩黨的共識，不覺得會有變化，至於台美雙重課稅，台積電短期並沒有雙重課稅問題。
",2024-06-04 11:11:42,台股新聞,827
5585420,https://news.cnyes.com/news/id/5585420,〈房產〉都更燒滾滾！一銀辦「東湖名喬今日新世界」都更簽約  下一站雨農路和天母樺園,正在進行中的有「雨農路都更」、「天母樺園都更」等，近期更成功承作臺北市內湖區「東湖名喬今日新世界社區」海砂屋自力都更案，目前辦理 180 餘位地主簽約對保，一銀自力都更改建案再下一城,"['危老 都更', '一銀', '危老信託']","第一銀行推動都更危老多年，打響自力都更危老第一品牌，繼「尚華仁愛」、「水源四五期整宅都更案」、「埔里商場」完工交屋，正在進行中的有「雨農路都更」、「天母樺園都更」等，近期更成功承作臺北市內湖區「東湖名喬今日新世界社區」海砂屋自力都更案，目前辦理 180 餘位地主簽約對保，一銀自力都更改建案再下一城。

「東湖名喬今日新世界社區」地上建物老舊，有嚴重外牆剝落、鋼筋裸露問題，自 2019 年 8 月經臺北市政府劃定為高氯離子混凝土建築物更新地區，歷時多年，於 2023 年 12 月取得都市更新權利變換計畫核定；該案地主人數約 180 人，由地主自組更新會並擔任實施者，一銀配合協助提供地主全額融資與客製化信託架構，讓住戶不必擔心龐大重建資金，並舉辦說明會，藉由提供融資及信託服務平台，展現對 ESG 的落實與努力。

近期地震頻傳下，建物高齡化所衍生的居住安全問題引發討論，第一銀行早期即關注人口老化、建物老舊等議題，有鑑於舊屋改建是社會發展趨勢，於 2009 年成立都市更新部門，以異業合作方式整合轉投資關係企業「東亞建築經理 (股) 公司」及金控子公司 - 第一金 AMC 等集團資源，組成一條龍的專業服務團隊，自開辦以來截至 2024 年 4 月底，累計承作都更及危老信託案件超過百件以上，累積信託資產規模近 1000 億元。 

此外，第一銀行在積極推動信託 2.0 的過程中，發現近年來不論是舊屋改建之地主或是不動產管理型信託之屋主大部分屬於高齡者，亦推動可結合「保全型不動產信託」，或結合「以房養老」及「安養信託」等高齡者適合之信託服務，強化及延續對高齡者財產之保障，協助落實政府在地安養的政策目標。
",2024-06-04 11:06:24,台股新聞,827
5585434,https://news.cnyes.com/news/id/5585434,〈韓系車崛起〉Kia掛牌突破千台 蟬聯成長最快速進口品牌,,"['kia', '韓國車', '車市', '森那美']","5 月車市掛牌量 41477 台，年減 2.4%，不過，不同於過往的日系品牌領銜銷售，韓系品牌正快速竄起，Kia 總代理台灣森那美表示，Kia 全車系含乘用及商用車銷售領牌達 1048 台，是今年第三度單月領牌突破千台門檻，蟬聯國內成長最快速進口品牌。

Kia 在台正全力提昇售服量能，5 月再度繳出亮眼的成績，全車系領牌 1048 台，繼 1 月、3 月，第三度單月銷售領牌超過 1000 台，累計前 5 月銷量達 4851 台，年增 23%，持續蟬聯國內成長最快速進口品牌。

其中，Kia 商用車卡旺 K2500，則以 293 台再創單月銷售領牌歷史新高紀錄。

Kia 在台灣車市逐漸崛起，The Kia EV9 在國內車壇最高榮耀的車訊風雲獎評選中，拿下 2024 Taiwan Car Of The Year 車訊風雲獎「年度風雲車」和「最佳進口電動車」雙冠殊榮。

The Kia EV9 搭載 800V 超高速快充科技，從 10% 至 80% 充電時間僅需 24 分鐘，同時設有 V2L 的車內與車外電器電源分享。

而 The Kia EV6 為 Kia 首款純電車型，於 2023 年獲車訊風雲獎「年度風雲車」和「最佳進口電動車」，自國內上市以來銷售也屢創佳績，累積至今銷售近 1600 台。

The Sportage 進口極致休旅則在國內市場級競爭最激烈的級距中榮獲 2023 年車訊風雲獎「最佳進口中型 SUV」，累計至今銷售達 6000 台。
",2024-06-04 10:46:59,台股新聞,827
5585421,https://news.cnyes.com/news/id/5585421,〈台積電股東會〉股價太高是否如輝達分割股票？劉德音：股價還沒有那麼高,台積電 (2330-TW)(TSMUS-US) 今 (4) 日召開股東會，針對小股東提問，股價太高是否考慮與輝達 (NVDA-US) 一樣分割股票，讓更多小股東參與，董事長劉德音幽默回答，股價還沒有那麼高，財務長黃仁昭則補充，現階段,"['台積電', '股價', '分割股票', '劉德音']","台積電 (2330-TW)(TSMUS-US) 今 (4) 日召開股東會，針對小股東提問，股價太高是否考慮與輝達 (NVDA-US) 一樣分割股票，讓更多小股東參與，董事長劉德音幽默回答，股價還沒有那麼高，財務長黃仁昭則補充，現階段政府已開放盤中可以進行零股交易，因此較無股票分割的需求。

小股東也在會中提出，能否請董事長給大家一句智慧且具有啟示的話，劉德音再度幽默回應「買台積電股票」，引發全場哄堂大笑。

針對美國企業回購股票，劉德音說，現在沒有回購股票的計畫，由於公司是重資產公司，因此收益期望盡量發給股東；黃仁昭說，有研究過發放現金股利與回購股票兩種方法，回購股票為一次性，但穩定的現金股利具有可持續性。

小股東也提問，美國輝達 (NVDA-US)、超微 (AMD-US) 等都分別與台積電合作，要以誰的意向為主，總裁魏哲家笑說，這個問題可能會有點破壞公司與客戶的關係，兩家公司跟台積電關係都非常良好，公司都跟客戶共同成長。

至於華為也投入晶圓製造領域，劉德音說，台積電永遠都會有競爭對手，華為不華為其實沒有關係，公司現在是領先地位，但公司在乎的是進步速度是不是比其他對手更快，至於什麼時候會被趕上，則坦言其實不太可能。

另外，黃仁勳日前公開喊話希望各國建立主權 AI，劉德音指出，對台積電來說，當然是越多主權 AI 越好，主要因公司的客戶就是輝達與超微等 IC 設計公司，因此就是客戶需要多少、公司就盡量協助客戶。
",2024-06-04 10:32:48,台股新聞,827
5585337,https://news.cnyes.com/news/id/5585337,富邦人壽推首張捐血外溢保單 享保費折扣獲三大族群青睞,為鼓勵民眾做好自主健康管理，富邦人壽領先業界，推出全台首張捐血外溢保單「富邦人壽溢起樂血利率變動型終身壽險」，以健康管理保費折扣、捐血助人做公益、多元保障放大資產來回饋保戶,"['富邦人壽', '捐血', '外溢保單', '保費', '高齡']","為鼓勵民眾做好自主健康管理，富邦人壽領先業界，推出全台首張捐血外溢保單「富邦人壽溢起樂血利率變動型終身壽險」，以健康管理保費折扣、捐血助人做公益、多元保障放大資產來回饋保戶，於台北富邦銀行通路買氣熱絡，尤其深受女性、中高齡族群，具有醫療背景且有定期做健檢的保戶青睞。

台灣老年人口加劇，如何維持良好的生活品質、不受疾病纏身的「健康老」，成為現代人最大的課題。根據內政部最新統計，國人平均壽命已達 79.84 歲，而同一年衛福部統計國人「健康平均餘命」為 72.43 歲，意即國人需要仰賴他人照顧臥床的「不健康生存年數」超過 7 年。

富邦人壽銀保暨多元通路處資深副總經理許純琪表示，聯合國 2030 年永續發展目標 (Sustainable Development Goals, SDGs) 第三項為「確保及促進各年齡層健康生活與福祉」，有鑒於台灣明年將步入超高齡社會，國人對退休及長期照護相關保障的依賴度持續提升，為協助保戶達成「樂齡健康老」的目標，富邦人壽推出鼓勵保戶自主健康管理的外溢保單，讓保險從事後理賠轉向事前預防，「溢起樂血」除了具備健康利己型的特性外，還能捐血救人做公益，外溢效果從生理到心理、從個人涵蓋到社會，自去年 7 月在台北富邦銀行銷售至今，廣受保戶好評。

從台北富邦銀行「溢起樂血」投保數據分析中有三個發現：第一、以性別來看，女性族群認知壽命比男性更長，擔心活太久卻不夠用，在風險趨避意識下，準備退休金與強化保障比男性更為積極。第二、以投保年齡來看，41~50 歲為主，61~70 歲次之，因受高齡化與少子化影響，養兒防老觀念式微，屆退族意識到退休規劃的重要需提前做足樂退準備，高齡族透過壽險保障放大資產規劃傳承，保障受益人的生活水平。

第三、以職業別來看，「溢起樂血」最能打動具有醫療背景且定期健康檢查的保戶，根據衛福部成人預防保健服務資料顯示，40 歲以上自述無三高、心臟病及腦中風等病史之民眾，在接受成人健康檢查後，新發現有血脂、血壓、血糖等任一項異常者達四分之一。可見定期健康檢查的重要，早期發現才能早期治療，而抽血正是健康檢查的重要檢驗項目。

這是一張 6 年繳的台幣利率變動型終身壽險，投保年齡 18 歲~ 74 歲，投保保額最低新台幣 5 萬元、最高 3000 萬元。舉例來說，50 歲的富女士投保「溢起樂血」保額 500 萬元，以轉帳繳費，繳費 6 年，年繳保險費約 487000 元 (假設首、續期以轉帳繳費，並符合高保額折扣條件，共可享 2% 保費折減，折減後之實繳年繳保險費為約 477260 元)。

另假設其依條款每年於指定期間內提供上述肝功能抽血檢驗數值的捐血、檢驗或健檢報告，且數值小於或等於標準值 (100U/L)，享次一年度續期保費 1% 折扣，保費折減後實繳年繳保險費約 472390 元，6 年總繳保險費約 2839210 元 (假設保單生效日為 113/05/13)。

增值回饋分享金第 7 年起選擇購買增額繳清保險金額，假設各年度宣告利率均為 2.25%，若於 80 歲年度末身故 / 完全失能 / 生命末期提前給付，其受益人可領總保險金約 5343220 元，大於總保險費約 1.8 倍；若於繳費期間內不幸遭遇條款所列 2~6 級失能，經醫院醫師診斷確定，將豁免續期應繳之各期保險費，保障更周全。
",2024-06-04 10:16:16,台股新聞,827
